x[m];y[m];operacao;area.total[m2];area.mato[m2];ang.abs[deg];ang.proa[deg];dist[m];rtl[m]
92.60;789.30;p;4.10;0.27;-127.48;0.00;3.78;794.71
90.30;792.30;y;0.79;0.21;-127.48;4.45;0.00;797.43
90.30;792.30;p;2.76;0.17;-123.02;0.00;2.39;797.43
89.00;794.30;y;0.79;0.13;-123.02;-36.00;0.00;799.27
89.00;794.30;p;6.79;0.10;-159.03;0.00;6.43;799.27
83.00;796.60;y;0.79;0.04;-159.03;-51.94;0.00;800.91
83.00;796.60;p;0.75;0.04;149.04;0.00;0.58;800.91
82.50;796.30;y;0.79;0.00;149.04;-33.31;0.00;800.56
82.50;796.30;p;13.75;0.21;115.73;0.00;12.21;800.56
77.20;785.30;y;0.79;0.08;115.73;-41.21;0.00;789.09
77.20;785.30;p;9.09;0.10;74.51;0.00;8.61;789.09
79.50;777.00;y;0.79;0.03;74.51;-152.98;0.00;781.06
79.50;777.00;p;10.10;0.06;-78.47;0.00;10.00;781.06
81.50;786.80;y;0.79;0.07;-78.47;29.65;0.00;791.01
81.50;786.80;p;2.36;0.22;-48.81;0.00;2.13;791.01
82.90;788.40;y;0.79;0.27;-48.81;114.85;0.00;792.75
82.90;788.40;p;1.20;0.09;66.04;0.00;0.98;792.75
83.30;787.50;y;0.79;0.04;66.04;-121.05;0.00;791.89
83.30;787.50;p;1.45;0.06;-55.01;0.00;1.22;791.89
84.00;788.50;y;0.79;0.07;-55.01;115.26;0.00;792.96
84.00;788.50;p;1.00;0.09;60.26;0.00;0.81;792.96
84.40;787.80;y;0.79;0.04;60.26;12.39;0.00;792.31
84.40;787.80;p;5.38;0.04;72.65;0.00;5.03;792.31
85.90;783.00;y;0.79;0.02;72.65;35.79;0.00;787.70
85.90;783.00;p;0.43;0.00;108.43;0.00;0.32;787.70
85.80;782.70;y;0.79;0.07;108.43;-45.00;0.00;787.39
85.80;782.70;p;1.40;0.69;63.43;0.00;1.12;787.39
86.30;781.70;y;0.79;0.42;63.43;125.10;0.00;786.45
86.30;781.70;p;2.13;0.64;-171.47;0.00;2.02;786.45
84.30;782.00;y;0.79;0.31;-171.47;-98.53;0.00;786.53
84.30;782.00;p;11.38;0.30;90.00;0.00;10.20;786.53
84.30;771.80;y;0.79;0.06;90.00;16.97;0.00;776.39
84.30;771.80;p;6.54;0.11;106.97;0.00;6.17;776.39
82.50;765.90;y;0.79;0.02;106.97;-84.35;0.00;770.33
82.50;765.90;p;1.45;0.15;22.62;0.00;1.30;770.33
83.70;765.40;y;0.79;0.14;22.62;56.07;0.00;769.96
83.70;765.40;p;3.67;0.10;78.69;0.00;3.57;769.96
84.40;761.90;y;0.79;0.03;78.69;-97.13;0.00;766.56
84.40;761.90;p;3.73;0.14;-18.43;0.00;3.48;766.56
87.70;763.00;y;0.79;0.15;-18.43;68.63;0.00;768.02
87.70;763.00;p;6.80;0.27;50.19;0.00;6.25;768.02
91.70;758.20;y;0.79;0.22;50.19;49.98;0.00;763.73
91.70;758.20;p;15.98;0.50;100.18;0.00;15.85;763.73
88.90;742.60;y;0.79;0.28;100.18;19.57;0.00;747.90
88.90;742.60;p;4.60;0.06;119.74;0.00;4.03;747.90
86.90;739.10;y;0.79;0.17;119.74;-17.22;0.00;744.19
86.90;739.10;p;1.06;0.21;102.53;0.00;0.92;744.19
86.70;738.20;y;0.79;0.00;102.53;111.16;0.00;743.27
86.70;738.20;p;0.50;0.00;-146.31;0.00;0.36;743.27
86.40;738.40;y;0.79;0.00;-146.31;90.00;0.00;743.44
86.40;738.40;p;0.50;0.00;-56.31;0.00;0.36;743.44
86.60;738.70;y;0.79;0.00;-56.31;-67.38;0.00;743.76
86.60;738.70;p;1.30;0.03;-123.69;0.00;1.08;743.76
86.00;739.60;y;0.79;0.03;-123.69;-16.50;0.00;744.58
86.00;739.60;p;0.91;0.16;-140.19;0.00;0.78;744.58
85.40;740.10;y;0.79;0.12;-140.19;10.58;0.00;745.01
85.40;740.10;p;8.08;0.17;-129.61;0.00;7.53;745.01
80.60;745.90;y;0.79;0.12;-129.61;-110.20;0.00;750.24
80.60;745.90;p;7.20;0.01;120.19;0.00;6.36;750.24
77.40;740.40;y;0.79;0.00;120.19;36.61;0.00;744.43
77.40;740.40;p;0.89;0.05;156.80;0.00;0.76;744.43
76.70;740.10;y;0.79;0.00;156.80;97.25;0.00;744.06
76.70;740.10;p;0.86;0.07;-105.95;0.00;0.73;744.06
76.50;740.80;y;0.79;0.06;-105.95;-7.55;0.00;744.74
76.50;740.80;p;2.70;0.07;-113.50;0.00;2.51;744.74
75.50;743.10;y;0.79;0.06;-113.50;-137.50;0.00;746.93
75.50;743.10;p;6.83;0.33;109.00;0.00;6.45;746.93
73.40;737.00;y;0.79;0.16;109.00;40.04;0.00;740.65
73.40;737.00;p;1.40;0.68;149.04;0.00;1.17;740.65
72.40;736.40;y;0.79;0.38;149.04;-98.84;0.00;739.95
72.40;736.40;p;1.76;0.35;50.19;0.00;1.56;739.95
73.40;735.20;y;0.79;0.37;50.19;51.12;0.00;738.85
73.40;735.20;p;0.61;0.10;101.31;0.00;0.51;738.85
73.30;734.70;y;0.79;0.37;101.31;-78.69;0.00;738.35
73.30;734.70;p;2.80;0.36;22.62;0.00;2.60;738.35
75.70;733.70;y;0.79;0.22;22.62;41.42;0.00;737.59
75.70;733.70;p;9.56;0.19;64.04;0.00;8.45;737.59
79.40;726.10;y;0.79;0.11;64.04;16.50;0.00;730.43
79.40;726.10;p;1.96;0.27;80.54;0.00;1.82;730.43
79.70;724.30;y;0.79;0.01;80.54;140.06;0.00;728.67
79.70;724.30;p;1.06;0.10;-139.40;0.00;0.92;728.67
79.00;724.90;y;0.79;0.16;-139.40;-89.42;0.00;729.19
79.00;724.90;p;5.78;0.21;131.19;0.00;5.32;729.19
75.50;720.90;y;0.79;0.08;131.19;-43.85;0.00;724.84
75.50;720.90;p;4.42;0.10;87.34;0.00;4.30;724.84
75.70;716.60;y;0.79;0.03;87.34;31.11;0.00;720.59
75.70;716.60;p;6.20;0.93;118.44;0.00;5.46;720.59
73.10;711.80;y;0.79;0.38;118.44;-6.64;0.00;715.54
73.10;711.80;p;2.34;0.54;111.80;0.00;2.15;715.54
72.30;709.80;y;0.79;0.41;111.80;31.33;0.00;713.47
72.30;709.80;p;0.55;0.10;143.13;0.00;0.50;713.47
71.90;709.50;y;0.79;0.27;143.13;-29.93;0.00;713.13
71.90;709.50;p;1.68;0.56;113.20;0.00;1.52;713.13
71.30;708.10;y;0.79;0.16;113.20;84.77;0.00;711.68
71.30;708.10;p;4.16;0.10;-162.03;0.00;3.89;711.68
67.60;709.30;y;0.79;0.09;-162.03;-41.17;0.00;712.51
67.60;709.30;p;0.89;0.15;156.80;0.00;0.76;712.51
66.90;709.00;y;0.79;0.08;156.80;-21.80;0.00;712.15
66.90;709.00;p;7.28;0.10;135.00;0.00;6.79;712.15
62.10;704.20;y;0.79;0.03;135.00;-9.29;0.00;706.93
62.10;704.20;p;4.46;0.21;125.71;0.00;3.94;706.93
59.80;701.00;y;0.79;0.08;125.71;102.66;0.00;703.55
59.80;701.00;p;1.36;0.03;-131.63;0.00;1.20;703.55
59.00;701.90;y;0.79;0.02;-131.63;41.12;0.00;704.38
59.00;701.90;p;11.32;0.15;-90.51;0.00;11.20;704.38
58.90;713.10;y;0.79;0.14;-90.51;40.88;0.00;715.53
58.90;713.10;p;5.66;0.62;-49.64;0.00;5.25;715.53
62.30;717.10;y;0.79;0.27;-49.64;9.40;0.00;719.80
62.30;717.10;p;1.89;0.79;-40.24;0.00;1.70;719.80
63.60;718.20;y;0.79;0.27;-40.24;130.24;0.00;721.01
63.60;718.20;p;0.77;0.03;90.00;0.00;0.60;721.01
63.60;717.60;y;0.79;0.07;90.00;-23.96;0.00;720.41
63.60;717.60;p;1.20;0.55;66.04;0.00;0.98;720.41
64.00;716.70;y;0.79;0.33;66.04;-104.70;0.00;719.55
64.00;716.70;p;6.20;0.30;-38.66;0.00;5.76;719.55
68.50;720.30;y;0.79;0.27;-38.66;65.22;0.00;723.55
68.50;720.30;p;5.35;0.16;26.57;0.00;4.70;723.55
72.70;718.20;y;0.79;0.13;26.57;-135.50;0.00;721.87
72.70;718.20;p;22.62;0.03;-108.94;0.00;21.57;721.87
65.70;738.60;y;0.79;0.02;-108.94;30.25;0.00;741.52
65.70;738.60;p;0.61;0.02;-78.69;0.00;0.51;741.52
65.80;739.10;y;0.79;0.03;-78.69;-64.44;0.00;742.02
65.80;739.10;p;8.81;0.44;-143.13;0.00;8.00;742.02
59.40;743.90;y;0.79;0.14;-143.13;116.57;0.00;746.27
59.40;743.90;p;1.10;0.29;-26.57;0.00;0.89;746.27
60.20;744.30;y;0.79;0.32;-26.57;-34.38;0.00;746.73
60.20;744.30;p;12.75;0.48;-60.95;0.00;11.33;746.73
65.70;754.20;y;0.79;0.41;-60.95;22.73;0.00;757.06
65.70;754.20;p;6.43;0.04;-38.21;0.00;5.98;757.06
70.40;757.90;y;0.79;0.03;-38.21;109.43;0.00;761.16
70.40;757.90;p;5.62;0.10;71.22;0.00;5.28;761.16
72.10;752.90;y;0.79;0.03;71.22;26.72;0.00;756.34
72.10;752.90;p;4.46;0.11;97.94;0.00;4.34;756.34
71.50;748.60;y;0.79;0.02;97.94;-109.79;0.00;752.01
71.50;748.60;p;6.69;0.23;-11.84;0.00;6.33;752.01
77.70;749.90;y;0.79;0.25;-11.84;65.81;0.00;753.91
77.70;749.90;p;1.60;0.19;53.97;0.00;1.36;753.91
78.50;748.80;y;0.79;0.11;53.97;-93.07;0.00;752.90
78.50;748.80;p;2.27;0.12;-39.09;0.00;2.06;752.90
80.10;750.10;y;0.79;0.17;-39.09;-39.60;0.00;754.36
80.10;750.10;p;1.12;0.24;-78.69;0.00;1.02;754.36
80.30;751.10;y;0.79;0.23;-78.69;-32.62;0.00;755.38
80.30;751.10;p;11.28;0.08;-111.31;0.00;10.73;755.38
76.40;761.10;y;0.79;0.06;-111.31;-24.65;0.00;764.92
76.40;761.10;p;9.09;0.03;-135.95;0.00;8.49;764.92
70.30;767.00;y;0.79;0.02;-135.95;21.51;0.00;770.21
70.30;767.00;p;2.80;0.43;-114.44;0.00;2.42;770.21
69.30;769.20;y;0.79;0.28;-114.44;1.25;0.00;772.32
69.30;769.20;p;0.89;0.12;-113.20;0.00;0.76;772.32
69.00;769.90;y;0.79;0.02;-113.20;60.07;0.00;772.99
69.00;769.90;p;5.76;0.05;-53.13;0.00;5.50;772.99
72.30;774.30;y;0.79;0.08;-53.13;-48.50;0.00;777.67
72.30;774.30;p;10.96;0.03;-101.63;0.00;10.41;777.67
70.20;784.50;y;0.79;0.02;-101.63;41.38;0.00;787.63
70.20;784.50;p;1.00;0.10;-60.26;0.00;0.81;787.63
70.60;785.20;y;0.79;0.34;-60.26;-29.74;0.00;788.37
70.60;785.20;p;0.67;0.15;-90.00;0.00;0.50;788.37
70.60;785.70;y;0.79;0.38;-90.00;16.86;0.00;788.87
70.60;785.70;p;10.90;0.18;-73.14;0.00;10.34;788.87
73.60;795.60;y;0.79;0.03;-73.14;-24.45;0.00;799.00
73.60;795.60;p;3.14;0.34;-97.59;0.00;3.03;799.00
73.20;798.60;y;0.79;0.26;-97.59;-82.41;0.00;801.95
73.20;798.60;p;0.99;0.36;180.00;0.00;0.70;801.95
72.50;798.60;y;0.79;0.26;180.00;-53.13;0.00;801.88
72.50;798.60;p;0.50;0.00;126.87;0.00;0.50;801.88
72.20;798.20;y;0.79;0.00;126.87;29.93;0.00;801.46
72.20;798.20;p;0.89;0.01;156.80;0.00;0.76;801.46
71.50;797.90;y;0.79;0.00;156.80;107.49;0.00;801.10
71.50;797.90;p;2.14;0.15;-95.71;0.00;2.01;801.10
71.30;799.90;y;0.79;0.14;-95.71;-110.00;0.00;803.07
71.30;799.90;p;3.45;0.21;154.29;0.00;3.00;803.07
68.60;798.60;y;0.79;0.08;154.29;-42.69;0.00;801.54
68.60;798.60;p;5.47;0.11;111.60;0.00;5.16;801.54
66.70;793.80;y;0.79;0.02;111.60;-26.79;0.00;796.60
66.70;793.80;p;3.43;0.04;84.81;0.00;3.31;796.60
67.00;790.50;y;0.79;0.03;84.81;38.88;0.00;793.33
67.00;790.50;p;0.90;0.12;123.69;0.00;0.72;793.33
66.60;789.90;y;0.79;0.00;123.69;-123.69;0.00;792.70
66.60;789.90;p;0.66;0.00;-0.00;0.00;0.40;792.70
67.00;789.90;y;0.79;0.00;-0.00;73.69;0.00;792.74
67.00;789.90;p;4.56;0.04;73.69;0.00;4.27;792.74
68.20;785.80;y;0.79;0.01;73.69;87.69;0.00;788.75
68.20;785.80;p;9.90;0.08;161.37;0.00;9.39;788.75
59.30;782.80;y;0.79;0.04;161.37;-71.37;0.00;785.04
59.30;782.80;p;0.45;0.03;90.00;0.00;0.30;785.04
59.30;782.50;y;0.79;0.05;90.00;78.69;0.00;784.74
59.30;782.50;p;0.61;0.01;168.69;0.00;0.51;784.74
58.80;782.40;y;0.79;0.02;168.69;113.84;0.00;784.61
58.80;782.40;p;1.06;0.21;-77.47;0.00;0.92;784.61
59.00;783.30;y;0.79;0.07;-77.47;-102.53;0.00;785.52
59.00;783.30;p;0.66;0.04;180.00;0.00;0.50;785.52
58.50;783.30;y;0.79;0.18;180.00;0.00;0.00;785.48
58.50;783.30;p;0.89;0.05;-180.00;0.00;0.70;785.48
57.80;783.30;y;0.79;0.00;-180.00;-105.73;0.00;785.43
57.80;783.30;p;7.80;0.47;74.27;0.00;7.38;785.43
59.80;776.20;y;0.79;0.33;74.27;20.18;0.00;778.50
59.80;776.20;p;24.69;0.21;94.45;0.00;24.47;778.50
57.90;751.80;y;0.79;0.08;94.45;141.36;0.00;754.03
57.90;751.80;p;7.20;0.16;-124.19;0.00;6.41;754.03
54.30;757.10;y;0.79;0.13;-124.19;-37.38;0.00;759.04
54.30;757.10;p;1.42;0.19;-161.57;0.00;1.26;759.04
53.10;757.50;y;0.79;0.12;-161.57;-100.30;0.00;759.36
53.10;757.50;p;0.81;0.06;98.13;0.00;0.71;759.36
53.00;756.80;y;0.79;0.00;98.13;117.41;0.00;758.65
53.00;756.80;p;1.05;0.15;-144.46;0.00;0.86;758.65
52.30;757.30;y;0.79;0.11;-144.46;-115.67;0.00;759.10
52.30;757.30;p;4.78;0.33;99.87;0.00;4.67;759.10
51.50;752.70;y;0.79;0.16;99.87;73.01;0.00;754.46
51.50;752.70;p;2.53;0.11;172.87;0.00;2.42;754.46
49.10;752.40;y;0.79;0.02;172.87;71.89;0.00;754.00
49.10;752.40;p;10.85;0.16;-115.23;0.00;9.62;754.00
45.00;761.10;y;0.79;0.13;-115.23;-107.48;0.00;762.43
45.00;761.10;p;1.96;0.20;137.29;0.00;1.77;762.43
43.70;759.90;y;0.79;0.03;137.29;144.02;0.00;761.16
43.70;759.90;p;1.12;0.06;-78.69;0.00;1.02;761.16
43.90;760.90;y;0.79;0.13;-78.69;-35.27;0.00;762.17
43.90;760.90;p;7.80;0.43;-113.96;0.00;6.89;762.17
41.10;767.20;y;0.79;0.35;-113.96;-4.95;0.00;768.30
41.10;767.20;p;8.65;0.28;-118.91;0.00;7.65;768.30
37.40;773.90;y;0.79;0.22;-118.91;21.31;0.00;774.80
37.40;773.90;p;1.62;0.41;-97.59;0.00;1.51;774.80
37.20;775.40;y;0.79;0.35;-97.59;136.69;0.00;776.29
37.20;775.40;p;8.84;0.20;39.09;0.00;8.25;776.29
43.60;770.20;y;0.79;0.12;39.09;-53.13;0.00;771.43
43.60;770.20;p;5.26;0.14;-14.04;0.00;4.95;771.43
48.40;771.40;y;0.79;0.15;-14.04;-91.57;0.00;772.92
48.40;771.40;p;7.48;0.15;-105.61;0.00;7.06;772.92
46.50;778.20;y;0.79;0.14;-105.61;-7.59;0.00;779.59
46.50;778.20;p;0.89;0.07;-113.20;0.00;0.76;779.59
46.20;778.90;y;0.79;0.06;-113.20;-0.95;0.00;780.27
46.20;778.90;p;7.20;0.15;-114.15;0.00;6.36;780.27
43.60;784.70;y;0.79;0.12;-114.15;83.18;0.00;785.91
43.60;784.70;p;0.75;0.12;-30.96;0.00;0.58;785.91
44.10;785.00;y;0.79;0.32;-30.96;-2.27;0.00;786.24
44.10;785.00;p;11.65;0.13;-33.23;0.00;10.40;786.24
52.80;790.70;y;0.79;0.04;-33.23;49.18;0.00;792.46
52.80;790.70;p;0.86;0.25;15.95;0.00;0.73;792.46
53.50;790.50;y;0.79;0.23;15.95;-72.92;0.00;792.31
53.50;790.50;p;2.75;0.13;-56.98;0.00;2.39;792.31
54.80;792.50;y;0.79;0.16;-56.98;146.98;0.00;794.39
54.80;792.50;p;3.41;0.01;90.00;0.00;3.00;794.39
54.80;789.50;y;0.79;0.01;90.00;-21.80;0.00;791.40
54.80;789.50;p;0.66;0.03;68.20;0.00;0.54;791.40
55.00;789.00;y;0.79;0.01;68.20;28.14;0.00;790.91
55.00;789.00;p;1.01;0.11;96.34;0.00;0.91;790.91
54.90;788.10;y;0.79;0.02;96.34;-29.54;0.00;790.01
54.90;788.10;p;0.89;0.10;66.80;0.00;0.76;790.01
55.20;787.40;y;0.79;0.03;66.80;-84.81;0.00;789.33
55.20;787.40;p;4.49;0.23;-18.00;0.00;4.21;789.33
59.20;788.70;y;0.79;0.25;-18.00;-102.25;0.00;790.92
59.20;788.70;p;1.66;0.57;-120.26;0.00;1.39;790.92
58.50;789.90;y;0.79;0.37;-120.26;10.27;0.00;792.06
58.50;789.90;p;1.32;0.41;-109.98;0.00;1.17;792.06
58.10;791.00;y;0.79;0.23;-109.98;20.66;0.00;793.13
58.10;791.00;p;8.61;0.14;-89.33;0.00;8.50;793.13
58.20;799.50;y;0.79;0.15;-89.33;-127.66;0.00;801.62
58.20;799.50;p;10.83;0.21;143.02;0.00;10.14;801.62
50.10;793.40;y;0.79;0.08;143.02;116.10;0.00;794.98
50.10;793.40;p;5.42;0.40;-100.89;0.00;5.30;794.98
49.10;798.60;y;0.79;0.28;-100.89;-86.71;0.00;800.11
49.10;798.60;p;1.62;0.36;172.41;0.00;1.51;800.11
47.60;798.40;y;0.79;0.16;172.41;35.90;0.00;799.82
47.60;798.40;p;1.75;0.46;-151.70;0.00;1.48;799.82
46.30;799.10;y;0.79;0.28;-151.70;29.69;0.00;800.44
46.30;799.10;p;1.16;0.10;-122.01;0.00;0.94;800.44
45.80;799.90;y;0.79;0.02;-122.01;-121.77;0.00;801.21
45.80;799.90;p;17.05;0.05;116.23;0.00;15.16;801.21
39.10;786.30;y;0.79;0.00;116.23;124.23;0.00;787.27
39.10;786.30;p;3.96;0.07;-119.54;0.00;3.45;787.27
37.40;789.30;y;0.79;0.24;-119.54;47.97;0.00;790.19
37.40;789.30;p;1.42;0.51;-71.57;0.00;1.26;790.19
37.80;790.50;y;0.79;0.16;-71.57;-137.49;0.00;791.40
37.80;790.50;p;1.25;0.34;150.95;0.00;1.03;791.40
36.90;790.00;y;0.79;0.38;150.95;89.75;0.00;790.86
36.90;790.00;p;12.66;0.29;-119.30;0.00;11.24;790.86
31.40;799.80;y;0.79;0.13;-119.30;-116.06;0.00;800.42
31.40;799.80;p;7.50;1.06;124.64;0.00;6.69;800.42
27.60;794.30;y;0.79;0.43;124.64;-38.36;0.00;794.78
27.60;794.30;p;7.85;0.43;86.28;0.00;7.72;794.78
28.10;786.60;y;0.79;0.03;86.28;139.26;0.00;787.10
28.10;786.60;p;7.96;0.57;-134.45;0.00;7.42;787.10
22.90;791.90;y;0.79;0.43;-134.45;-33.89;0.00;792.23
22.90;791.90;p;20.17;0.32;-168.34;0.00;19.30;792.23
4.00;795.80;y;0.79;0.19;-168.34;37.15;0.00;795.81
4.00;795.80;p;1.22;0.17;-131.19;0.00;1.06;795.81
3.30;796.60;y;0.79;0.12;-131.19;-114.37;0.00;796.61
3.30;796.60;p;2.80;0.05;114.44;0.00;2.42;796.61
2.30;794.40;y;0.79;0.00;114.44;-51.01;0.00;794.40
2.30;794.40;p;0.88;0.04;63.43;0.00;0.67;794.40
2.60;793.80;y;0.79;0.01;63.43;47.12;0.00;793.80
2.60;793.80;p;2.80;0.05;110.56;0.00;2.56;793.80
1.70;791.40;y;0.79;0.00;110.56;-66.64;0.00;791.40
1.70;791.40;p;4.06;0.27;43.92;0.00;3.75;791.40
4.40;788.80;y;0.79;0.21;43.92;-7.05;0.00;788.81
4.40;788.80;p;6.62;0.04;36.87;0.00;6.00;788.81
9.20;785.20;y;0.79;0.02;36.87;20.56;0.00;785.25
9.20;785.20;p;4.86;0.73;57.43;0.00;4.27;785.25
11.50;781.60;y;0.79;0.28;57.43;68.83;0.00;781.68
11.50;781.60;p;4.20;0.29;126.25;0.00;3.72;781.68
9.30;778.60;y;0.79;0.02;126.25;53.75;0.00;778.66
9.30;778.60;p;0.88;0.04;180.00;0.00;0.80;778.66
8.50;778.60;y;0.79;0.01;180.00;-8.13;0.00;778.65
8.50;778.60;p;1.52;0.84;171.87;0.00;1.41;778.65
7.10;778.40;y;0.79;0.40;171.87;-113.88;0.00;778.43
7.10;778.40;p;2.22;0.41;57.99;0.00;1.89;778.43
8.10;776.80;y;0.79;0.11;57.99;33.60;0.00;776.84
8.10;776.80;p;3.71;0.33;91.59;0.00;3.60;776.84
8.00;773.20;y;0.79;0.16;91.59;-18.18;0.00;773.24
8.00;773.20;p;5.22;0.10;73.41;0.00;4.90;773.24
9.40;768.50;y;0.79;0.03;73.41;36.81;0.00;768.56
9.40;768.50;p;8.54;0.21;110.22;0.00;8.10;768.56
6.60;760.90;y;0.79;0.08;110.22;82.68;0.00;760.93
6.60;760.90;p;5.23;0.22;-167.09;0.00;4.92;760.93
1.80;762.00;y;0.79;0.31;-167.09;66.21;0.00;762.00
1.80;762.00;p;7.95;0.57;-100.89;0.00;7.94;762.00
0.30;769.80;y;0.54;0.14;-100.89;-174.55;0.00;769.80
0.30;769.80;p;6.30;0.25;84.56;0.00;6.33;769.80
0.90;763.50;y;0.79;0.15;84.56;2.26;0.00;763.50
0.90;763.50;p;1.92;0.56;86.82;0.00;1.80;763.50
1.00;761.70;y;0.79;0.30;86.82;18.11;0.00;761.70
1.00;761.70;p;1.72;0.33;104.93;0.00;1.55;761.70
0.60;760.20;y;0.79;0.03;104.93;-69.39;0.00;760.20
0.60;760.20;p;1.05;0.25;35.54;0.00;0.86;760.20
1.30;759.70;y;0.79;0.22;35.54;-94.57;0.00;759.70
1.30;759.70;p;1.40;0.03;-59.04;0.00;1.17;759.70
1.90;760.70;y;0.79;0.04;-59.04;80.84;0.00;760.70
1.90;760.70;p;0.66;0.02;21.80;0.00;0.54;760.70
2.40;760.50;y;0.79;0.02;21.80;57.89;0.00;760.50
2.40;760.50;p;1.22;0.32;79.70;0.00;1.12;760.50
2.60;759.40;y;0.79;0.17;79.70;-35.86;0.00;759.40
2.60;759.40;p;3.76;0.17;43.83;0.00;3.47;759.40
5.10;757.00;y;0.79;0.12;43.83;-42.24;0.00;757.02
5.10;757.00;p;3.71;0.07;1.59;0.00;3.60;757.02
8.70;756.90;y;0.79;0.06;1.59;65.79;0.00;756.95
8.70;756.90;p;1.46;0.04;67.38;0.00;1.30;756.95
9.20;755.70;y;0.79;0.01;67.38;17.23;0.00;755.76
9.20;755.70;p;5.45;0.04;84.61;0.00;5.32;755.76
9.70;750.40;y;0.79;0.01;84.61;124.70;0.00;750.46
9.70;750.40;p;7.40;0.06;-150.69;0.00;6.54;750.46
4.00;753.60;y;0.79;0.00;-150.69;-137.74;0.00;753.61
4.00;753.60;p;0.43;0.00;71.57;0.00;0.32;753.61
4.10;753.30;y;0.79;0.00;71.57;18.43;0.00;753.31
4.10;753.30;p;0.66;0.01;90.00;0.00;0.60;753.31
4.10;752.70;y;0.79;0.02;90.00;41.63;0.00;752.71
4.10;752.70;p;1.36;0.75;131.63;0.00;1.20;752.71
3.30;751.80;y;0.79;0.29;131.63;29.93;0.00;751.81
3.30;751.80;p;1.75;1.12;161.57;0.00;1.58;751.81
1.80;751.30;y;0.79;0.39;161.57;-106.78;0.00;751.30
1.80;751.30;p;2.40;0.85;54.78;0.00;2.08;751.30
3.00;749.60;y;0.79;0.34;54.78;-72.31;0.00;749.61
3.00;749.60;p;2.18;0.56;-17.53;0.00;1.99;749.61
4.90;750.20;y;0.79;0.40;-17.53;145.40;0.00;750.22
4.90;750.20;p;2.50;0.52;127.87;0.00;2.28;750.22
3.50;748.40;y;0.79;0.29;127.87;-29.34;0.00;748.41
3.50;748.40;p;8.22;0.33;98.53;0.00;8.09;748.41
2.30;740.40;y;0.79;0.16;98.53;64.12;0.00;740.40
2.30;740.40;p;1.85;0.21;162.65;0.00;1.68;740.40
0.70;739.90;y;0.79;0.09;162.65;17.35;0.00;739.90
0.70;739.90;p;0.88;0.04;180.00;0.00;0.60;739.90
0.10;739.90;y;0.35;0.00;180.00;-135.00;0.00;739.90
0.10;739.90;p;1.49;0.03;45.00;0.00;1.41;739.90
1.10;738.90;y;0.79;0.02;45.00;-45.91;0.00;738.90
1.10;738.90;p;6.41;0.95;-0.91;0.00;6.30;738.90
7.40;739.00;y;0.79;0.39;-0.91;86.82;0.00;739.04
7.40;739.00;p;5.78;0.51;85.91;0.00;5.61;739.04
7.80;733.40;y;0.79;0.11;85.91;4.09;0.00;733.44
7.80;733.40;p;0.61;0.01;90.00;0.00;0.40;733.44
7.80;733.00;y;0.79;0.02;90.00;-104.04;0.00;733.04
7.80;733.00;p;1.39;0.06;-14.04;0.00;1.24;733.04
9.00;733.30;y;0.79;0.01;-14.04;149.04;0.00;733.36
9.00;733.30;p;0.68;0.00;135.00;0.00;0.57;733.36
8.60;732.90;y;0.79;0.03;135.00;-30.96;0.00;732.95
8.60;732.90;p;0.54;0.01;104.04;0.00;0.41;732.95
8.50;732.50;y;0.79;0.00;104.04;0.00;0.00;732.55
8.50;732.50;p;7.58;0.21;104.04;0.00;7.01;732.55
6.80;725.70;y;0.79;0.08;104.04;108.24;0.00;725.73
6.80;725.70;p;2.60;0.01;-147.72;0.00;2.25;725.73
4.90;726.90;y;0.79;0.28;-147.72;-13.84;0.00;726.92
4.90;726.90;p;0.76;0.19;-161.57;0.00;0.63;726.92
4.30;727.10;y;0.79;0.28;-161.57;-90.00;0.00;727.11
4.30;727.10;p;1.09;0.05;108.43;0.00;0.95;727.11
4.00;726.20;y;0.79;0.00;108.43;-7.13;0.00;726.21
4.00;726.20;p;6.73;0.21;101.31;0.00;6.63;726.21
2.70;719.70;y;0.79;0.08;101.31;-41.74;0.00;719.71
2.70;719.70;p;16.40;0.18;59.57;0.00;14.61;719.71
10.10;707.10;y;0.79;0.11;59.57;-146.68;0.00;707.17
10.10;707.10;p;8.04;0.06;-87.10;0.00;7.91;707.17
10.50;715.00;y;0.79;0.07;-87.10;-18.21;0.00;715.08
10.50;715.00;p;9.20;0.07;-105.31;0.00;8.71;715.08
8.20;723.40;y;0.79;0.06;-105.31;38.51;0.00;723.45
8.20;723.40;p;5.63;0.51;-66.80;0.00;5.33;723.45
10.30;728.30;y;0.79;0.38;-66.80;47.36;0.00;728.37
10.30;728.30;p;1.98;0.59;-19.44;0.00;1.80;728.37
12.00;728.90;y;0.79;0.34;-19.44;-34.23;0.00;729.00
12.00;728.90;p;4.75;0.46;-53.67;0.00;4.22;729.00
14.50;732.30;y;0.79;0.34;-53.67;113.74;0.00;732.44
14.50;732.30;p;4.35;0.24;60.07;0.00;3.81;732.44
16.40;729.00;y;0.79;0.11;60.07;7.37;0.00;729.18
16.40;729.00;p;7.41;0.30;67.44;0.00;7.04;729.18
19.10;722.50;y;0.79;0.19;67.44;-144.08;0.00;722.75
19.10;722.50;p;8.67;0.23;-76.64;0.00;8.22;722.75
21.00;730.50;y;0.79;0.04;-76.64;-109.07;0.00;730.80
