x[m];y[m];operacao;area.total[m2];area.mato[m2];ang.abs[deg];ang.proa[deg];dist[m];rtl[m]
945.00;0.00;y;38.72;0.00;-0.00;90.00;0.00;945.00
945.00;0.00;p;10100.00;182.25;90.00;0.00;1000.00;945.00
945.00;1000.00;y;38.72;0.00;90.00;-90.00;0.00;1375.87
945.00;1000.00;p;50.50;0.00;-0.00;0.00;10.00;1375.87
955.00;1000.00;y;38.72;0.00;-0.00;-90.00;0.00;1382.76
955.00;1000.00;p;10100.00;196.50;-90.00;0.00;1000.00;1382.76
955.00;0.00;y;38.72;0.00;-90.00;90.00;0.00;955.00
955.00;0.00;p;51.51;0.00;-0.00;0.00;10.00;955.00
965.00;0.00;y;38.72;0.00;-0.00;90.00;0.00;965.00
965.00;0.00;p;10100.00;212.72;90.00;0.00;1000.00;965.00
965.00;1000.00;y;38.72;0.00;90.00;-90.00;0.00;1389.69
965.00;1000.00;p;50.50;0.00;-0.00;0.00;10.00;1389.69
975.00;1000.00;y;38.72;0.00;-0.00;-90.00;0.00;1396.65
975.00;1000.00;p;10100.00;173.03;-90.00;0.00;1000.00;1396.65
975.00;0.00;y;38.72;0.00;-90.00;90.00;0.00;975.00
975.00;0.00;p;51.51;0.00;-0.00;0.00;10.00;975.00
985.00;0.00;y;38.72;0.00;-0.00;90.00;0.00;985.00
985.00;0.00;p;10100.00;179.97;90.00;0.00;1000.00;985.00
985.00;1000.00;y;38.72;0.00;90.00;-90.00;0.00;1403.65
985.00;1000.00;p;50.50;2.68;-0.00;0.00;10.00;1403.65
995.00;1000.00;y;38.72;0.00;-0.00;-90.00;0.00;1410.68
995.00;1000.00;p;10000.00;141.89;-90.00;0.00;1000.00;1410.68
995.00;0.00;y;38.72;0.00;-90.00;90.00;0.00;995.00
995.00;0.00;p;25.50;0.00;-0.00;0.00;10.00;995.00
1005.00;0.00;y;0;0;-0.00;90.00;0.00;1005.00
1005.00;0.00;p;0;0;90.00;0.00;1000.00;1005.00
1005.00;1000.00;y;0;0;90.00;45.14;0.00;1417.75
