x[m];y[m];operacao;area.total[m2];area.mato[m2];ang.abs[deg];ang.proa[deg];dist[m];rtl[m]
85.53;356.21;p;88.99;1.13;-104.48;0.00;7.30;366.33
83.70;363.28;p;90.14;1.27;-104.48;0.00;7.30;372.79
81.88;370.34;y;32.53;0.28;-104.48;-100.41;0.00;379.28
81.88;370.34;p;106.36;1.70;155.11;0.00;8.71;379.28
73.98;366.67;y;23.16;0.41;155.11;-71.07;0.00;374.06
73.98;366.67;p;73.98;1.67;84.04;0.00;6.05;374.06
74.60;360.66;p;73.98;4.13;84.04;0.00;6.05;368.30
75.23;354.65;y;1.50;0.03;84.04;2.80;0.00;362.54
75.23;354.65;p;87.98;1.43;86.84;0.00;7.14;362.54
75.62;347.51;p;87.40;1.75;86.84;0.00;7.14;355.65
76.02;340.38;y;15.25;0.00;86.84;-46.22;0.00;348.77
76.02;340.38;p;67.64;1.13;40.62;0.00;5.55;348.77
80.23;336.77;y;4.94;0.00;40.62;-13.91;0.00;346.19
80.23;336.77;p;90.72;2.72;26.71;0.00;7.43;346.19
86.87;333.43;y;36.31;0.00;26.71;113.42;0.00;344.56
86.87;333.43;p;106.37;2.09;140.13;0.00;8.67;344.56
80.22;327.87;y;23.92;0.40;140.13;73.00;0.00;337.54
80.22;327.87;p;109.29;2.11;-146.87;0.00;9.00;337.54
72.68;332.78;y;2.36;0.00;-146.87;5.66;0.00;340.63
72.68;332.78;p;87.23;1.07;-141.22;0.00;7.16;340.63
67.10;337.27;y;11.66;0.00;-141.22;35.55;0.00;343.88
67.10;337.27;p;77.36;0.54;-105.67;0.00;6.30;343.88
65.40;343.33;p;76.87;0.03;-105.67;0.00;6.30;349.51
63.70;349.40;y;6.25;1.10;-105.67;-18.06;0.00;355.16
63.70;349.40;p;67.67;1.52;-123.73;0.00;5.52;355.16
60.64;353.99;p;68.25;0.61;-123.73;0.00;5.52;359.14
57.58;358.58;y;31.53;0.37;-123.73;96.74;0.00;363.17
57.58;358.58;p;65.58;0.31;-26.99;0.00;5.32;363.17
62.31;360.99;p;65.34;0.81;-26.99;0.00;5.32;366.33
67.05;363.40;y;18.48;0.00;-26.99;-56.30;0.00;369.53
67.05;363.40;p;82.35;0.00;-83.28;0.00;6.71;369.53
67.83;370.07;y;24.88;0.06;-83.28;-76.78;0.00;376.23
67.83;370.07;p;88.36;1.50;-160.07;0.00;7.26;376.23
61.01;372.54;y;4.09;0.00;-160.07;10.77;0.00;377.50
61.01;372.54;p;99.51;8.64;-149.30;0.00;8.16;377.50
53.99;376.71;y;23.34;0.29;-149.30;72.41;0.00;380.56
53.99;376.71;p;55.27;1.94;-76.89;0.00;4.46;380.56
55.00;381.05;y;1.77;0.15;-76.89;2.40;0.00;385.00
55.00;381.05;p;116.50;2.96;-74.49;0.00;9.59;385.00
57.56;390.29;y;18.99;0.54;-74.49;58.89;0.00;394.51
57.56;390.29;p;48.79;0.00;-15.60;0.00;3.92;394.51
61.34;391.35;y;16.55;0.29;-15.60;49.53;0.00;396.12
61.34;391.35;p;119.00;0.91;33.93;0.00;9.67;396.12
69.36;385.95;y;35.55;2.15;33.93;-109.69;0.00;392.13
69.36;385.95;p;86.90;0.07;-75.76;0.00;7.07;392.13
71.10;392.80;y;26.39;0.00;-75.76;81.84;0.00;399.18
71.10;392.80;p;96.80;0.99;6.08;0.00;7.88;399.18
78.94;391.96;y;12.09;0.03;6.08;35.22;0.00;399.83
78.94;391.96;p;85.48;0.07;41.30;0.00;6.99;399.83
84.19;387.35;y;3.07;0.16;41.30;8.05;0.00;396.40
84.19;387.35;p;85.56;2.54;49.35;0.00;7.04;396.40
88.78;382.01;y;12.58;0.46;49.35;37.98;0.00;392.19
88.78;382.01;p;100.05;4.69;87.33;0.00;8.19;392.19
89.16;373.83;y;36.54;0.58;87.33;-113.21;0.00;384.31
89.16;373.83;p;49.80;0.01;-25.88;0.00;4.04;384.31
92.79;375.59;y;15.16;0.49;-25.88;-45.70;0.00;386.89
92.79;375.59;p;96.33;0.00;-71.58;0.00;7.84;386.89
95.27;383.03;p;95.75;1.39;-71.58;0.00;7.84;394.70
97.75;390.48;y;43.86;0.63;-71.58;136.93;0.00;402.52
97.75;390.48;p;116.64;0.13;65.35;0.00;9.54;402.52
101.73;381.80;p;116.45;3.30;65.35;0.00;9.54;395.12
105.71;373.13;p;116.80;2.53;65.35;0.00;9.54;387.81
109.69;364.45;p;116.80;4.51;65.35;0.00;9.54;380.60
113.67;355.78;p;115.89;1.69;65.35;0.00;9.54;373.50
117.65;347.11;p;116.99;0.13;65.35;0.00;9.54;366.50
121.63;338.43;p;116.80;1.96;65.35;0.00;9.54;359.63
125.61;329.76;p;116.80;0.73;65.35;0.00;9.54;352.87
129.59;321.09;p;115.70;11.93;65.35;0.00;9.54;346.25
133.57;312.41;p;116.99;4.10;65.35;0.00;9.54;339.77
137.55;303.74;y;25.06;1.09;65.35;-76.87;0.00;333.43
137.55;303.74;p;68.09;4.07;-11.51;0.00;5.54;333.43
142.97;304.85;p;68.64;1.54;-11.51;0.00;5.54;336.71
148.40;305.95;y;19.43;0.49;-11.51;-59.80;0.00;340.04
148.40;305.95;p;105.49;0.28;-71.32;0.00;8.67;340.04
151.18;314.16;y;26.68;2.74;-71.32;83.38;0.00;348.65
151.18;314.16;p;111.85;6.10;12.07;0.00;9.09;348.65
160.07;312.26;y;25.51;1.35;12.07;77.56;0.00;350.90
160.07;312.26;p;65.07;0.13;89.63;0.00;5.26;350.90
160.10;307.00;y;33.03;0.00;89.63;-101.17;0.00;346.24
160.10;307.00;p;93.27;0.29;-11.54;0.00;7.63;346.24
167.58;308.53;y;27.34;0.58;-11.54;-84.59;0.00;351.10
167.58;308.53;p;85.32;0.53;-96.13;0.00;6.93;351.10
166.84;315.41;p;85.33;0.43;-96.13;0.00;6.93;356.82
166.10;322.30;y;43.04;0.42;-96.13;-133.40;0.00;362.58
166.10;322.30;p;73.27;1.81;130.47;0.00;6.05;362.58
162.18;317.70;y;38.94;0.00;130.47;120.40;0.00;356.70
162.18;317.70;p;90.86;0.18;-109.13;0.00;7.43;356.70
159.74;324.72;y;6.50;0.00;-109.13;18.50;0.00;361.88
159.74;324.72;p;118.59;4.02;-90.63;0.00;9.68;361.88
159.63;334.40;y;4.85;0.27;-90.63;-13.79;0.00;370.55
159.63;334.40;p;110.47;1.44;-104.42;0.00;9.06;370.55
157.38;343.18;p;110.95;1.85;-104.42;0.00;9.06;377.54
155.12;351.96;y;50.20;0.13;-104.42;-155.24;0.00;384.62
155.12;351.96;p;66.46;0.00;100.34;0.00;5.38;384.62
154.15;346.67;p;66.46;0.00;100.34;0.00;5.38;379.39
153.19;341.37;y;1.20;0.00;100.34;2.00;0.00;374.17
153.19;341.37;p;81.52;0.49;102.33;0.00;6.66;374.17
151.77;334.87;p;81.98;2.86;102.33;0.00;6.66;367.66
150.34;328.37;y;33.53;0.18;102.33;102.68;0.00;361.15
150.34;328.37;p;117.55;1.13;-154.99;0.00;9.61;361.15
141.63;332.44;p;117.71;2.20;-154.99;0.00;9.61;361.35
132.92;336.50;y;20.49;0.02;-154.99;-63.10;0.00;361.80
132.92;336.50;p;62.47;0.82;141.91;0.00;5.07;361.80
128.94;333.38;p;61.89;0.00;141.91;0.00;5.07;357.44
124.95;330.25;y;28.37;0.00;141.91;-88.26;0.00;353.10
124.95;330.25;p;102.07;0.00;53.66;0.00;8.38;353.10
129.92;323.50;p;102.89;0.00;53.66;0.00;8.38;348.61
134.88;316.75;y;21.26;0.48;53.66;66.13;0.00;344.27
134.88;316.75;p;118.05;0.00;119.79;0.00;9.68;344.27
130.07;308.35;y;40.32;0.81;119.79;124.79;0.00;334.66
130.07;308.35;p;89.16;0.02;-115.42;0.00;7.34;334.66
126.93;314.97;p;90.04;0.29;-115.42;0.00;7.34;339.58
123.78;321.60;y;43.57;0.00;-115.42;-135.99;0.00;344.60
123.78;321.60;p;90.93;0.00;108.59;0.00;7.43;344.60
121.41;314.55;y;17.63;0.00;108.59;54.08;0.00;337.17
121.41;314.55;p;92.89;9.24;162.67;0.00;7.56;337.17
114.19;312.30;y;8.12;0.57;162.67;-23.23;0.00;332.52
114.19;312.30;p;65.94;2.16;139.44;0.00;5.42;332.52
110.07;308.78;p;66.55;0.37;139.44;0.00;5.42;327.81
105.96;305.26;y;45.31;1.25;139.44;140.88;0.00;323.12
105.96;305.26;p;102.60;0.00;-79.68;0.00;8.36;323.12
107.45;313.48;p;101.92;0.05;-79.68;0.00;8.36;331.38
108.95;321.70;y;14.39;0.00;-79.68;-44.19;0.00;339.65
108.95;321.70;p;111.95;0.88;-123.87;0.00;9.20;339.65
103.82;329.34;y;23.61;0.52;-123.87;71.99;0.00;345.31
103.82;329.34;p;102.11;0.68;-51.88;0.00;8.40;345.31
109.01;335.95;y;18.44;0.00;-51.88;-56.27;0.00;353.19
109.01;335.95;p;64.45;0.00;-108.15;0.00;5.24;353.19
107.38;340.92;p;64.57;0.00;-108.15;0.00;5.24;357.43
105.75;345.90;y;42.33;0.05;-108.15;130.92;0.00;361.70
105.75;345.90;p;64.08;0.00;22.77;0.00;5.23;361.70
110.58;343.87;p;64.70;0.00;22.77;0.00;5.23;361.21
115.40;341.85;y;7.81;0.00;22.77;23.58;0.00;360.80
115.40;341.85;p;91.74;0.00;46.35;0.00;7.49;360.80
120.57;336.43;y;51.82;0.00;46.35;-161.98;0.00;357.38
120.57;336.43;p;93.46;0.00;-115.63;0.00;7.64;357.38
117.27;343.31;p;92.74;0.00;-115.63;0.00;7.64;362.79
113.97;350.20;y;22.08;0.00;-115.63;67.48;0.00;368.28
113.97;350.20;p;89.91;0.00;-48.15;0.00;7.29;368.28
118.83;355.63;y;18.62;1.06;-48.15;-57.18;0.00;374.96
118.83;355.63;p;74.15;0.90;-105.33;0.00;6.03;374.96
117.24;361.45;y;34.07;0.00;-105.33;104.95;0.00;379.99
117.24;361.45;p;75.03;0.14;-0.38;0.00;6.04;379.99
123.28;361.49;y;22.62;1.26;-0.38;70.72;0.00;381.93
123.28;361.49;p;95.46;1.47;70.33;0.00;7.80;381.93
125.91;354.15;y;40.12;1.49;70.33;-125.45;0.00;375.86
125.91;354.15;p;111.12;0.15;-55.12;0.00;9.10;375.86
131.11;361.61;y;32.85;0.77;-55.12;102.37;0.00;384.64
131.11;361.61;p;73.92;1.33;47.25;0.00;6.06;384.64
135.22;357.16;p;73.91;4.21;47.25;0.00;6.06;381.90
139.34;352.71;y;38.22;0.62;47.25;-119.54;0.00;379.23
139.34;352.71;p;79.30;0.00;-72.29;0.00;6.45;379.23
141.30;358.85;y;11.24;0.13;-72.29;-32.50;0.00;385.67
141.30;358.85;p;100.95;1.56;-104.79;0.00;8.22;385.67
139.20;366.80;y;26.22;0.49;-104.79;79.97;0.00;392.32
139.20;366.80;p;69.87;0.43;-24.82;0.00;5.66;392.32
144.33;369.17;y;27.14;0.20;-24.82;83.63;0.00;396.39
144.33;369.17;p;81.42;2.63;58.80;0.00;6.69;396.39
147.80;363.45;y;21.17;0.10;58.80;-64.70;0.00;392.35
147.80;363.45;p;88.30;1.98;-5.89;0.00;7.22;392.35
154.98;364.19;p;88.93;0.81;-5.89;0.00;7.22;395.80
162.17;364.93;y;16.19;0.00;-5.89;49.18;0.00;399.34
162.17;364.93;p;98.62;1.28;43.29;0.00;8.05;399.34
168.02;359.42;y;4.60;0.45;43.29;12.99;0.00;396.75
168.02;359.42;p;79.67;1.10;56.28;0.00;6.53;396.75
171.65;353.98;y;25.82;0.92;56.28;79.62;0.00;393.41
171.65;353.98;p;91.53;0.00;135.90;0.00;7.52;393.41
166.25;348.75;y;32.75;0.00;135.90;-101.28;0.00;386.35
166.25;348.75;p;74.18;1.64;34.62;0.00;6.03;386.35
171.22;345.32;p;73.12;1.64;34.62;0.00;6.03;385.44
176.18;341.89;y;17.56;0.14;34.62;-52.58;0.00;384.62
176.18;341.89;p;49.68;0.00;-17.96;0.00;4.02;384.62
180.00;343.13;y;31.67;0.49;-17.96;96.83;0.00;387.48
180.00;343.13;p;94.32;3.18;78.87;0.00;7.77;387.48
181.50;335.51;p;94.32;1.28;78.87;0.00;7.77;381.46
183.00;327.89;y;5.70;0.27;78.87;17.56;0.00;375.50
183.00;327.89;p;103.65;7.12;96.43;0.00;8.45;375.50
182.05;319.49;y;16.56;0.00;96.43;-50.37;0.00;367.72
182.05;319.49;p;74.03;0.30;46.06;0.00;6.08;367.72
186.27;315.11;p;74.66;0.00;46.06;0.00;6.08;366.05
190.49;310.73;y;34.19;2.62;46.06;-106.21;0.00;364.48
190.49;310.73;p;115.35;1.10;-60.16;0.00;9.44;364.48
195.19;318.92;y;8.24;0.00;-60.16;-24.19;0.00;373.92
195.19;318.92;p;114.43;3.34;-84.35;0.00;9.42;373.92
196.12;328.30;p;115.03;2.59;-84.35;0.00;9.42;382.42
197.05;337.68;y;1.20;0.00;-84.35;-1.99;0.00;390.96
197.05;337.68;p;65.58;0.13;-86.33;0.00;5.28;390.96
197.39;342.94;p;65.04;2.62;-86.33;0.00;5.28;395.69
197.73;348.21;y;11.93;0.01;-86.33;-35.93;0.00;400.43
197.73;348.21;p;61.05;3.40;-122.26;0.00;5.01;400.43
195.05;352.45;y;15.73;0.00;-122.26;47.59;0.00;402.82
195.05;352.45;p;62.57;1.30;-74.67;0.00;5.11;402.82
196.40;357.38;p;63.09;2.89;-74.67;0.00;5.11;407.79
197.75;362.30;y;27.29;2.02;-74.67;-84.01;0.00;412.75
197.75;362.30;p;99.63;3.26;-158.69;0.00;8.19;412.75
190.12;365.28;y;35.84;1.96;-158.69;110.76;0.00;411.79
190.12;365.28;p;79.95;0.37;-47.92;0.00;6.50;411.79
194.48;370.10;y;20.93;0.12;-47.92;-64.85;0.00;418.08
194.48;370.10;p;104.02;0.64;-112.78;0.00;8.46;418.08
191.20;377.90;y;4.48;0.12;-112.78;11.83;0.00;423.52
191.20;377.90;p;61.43;1.57;-100.95;0.00;5.00;423.52
190.25;382.81;y;16.76;0.03;-100.95;51.02;0.00;427.48
190.25;382.81;p;64.94;4.25;-49.94;0.00;5.27;427.48
193.64;386.84;p;64.95;0.29;-49.94;0.00;5.27;432.60
197.03;390.87;y;35.14;1.02;-49.94;-109.20;0.00;437.72
197.03;390.87;p;76.13;0.39;-159.14;0.00;6.24;437.72
191.20;393.09;p;76.56;0.00;-159.14;0.00;6.24;437.12
185.37;395.31;y;34.18;0.55;-159.14;-104.80;0.00;436.62
185.37;395.31;p;110.50;0.40;96.06;0.00;9.07;436.62
184.42;386.29;p;110.84;0.00;96.06;0.00;9.07;428.05
183.46;377.27;p;111.45;0.83;96.06;0.00;9.07;419.51
182.50;368.25;y;29.34;0.00;96.06;89.84;0.00;410.99
182.50;368.25;p;95.42;0.63;-174.10;0.00;7.73;410.99
174.81;369.04;y;30.24;0.00;-174.10;93.07;0.00;408.35
174.81;369.04;p;96.72;0.29;-81.03;0.00;7.89;408.35
176.04;376.84;p;95.64;0.29;-81.03;0.00;7.89;415.93
177.27;384.63;y;9.75;0.00;-81.03;-29.18;0.00;423.52
177.27;384.63;p;83.76;4.93;-110.21;0.00;6.86;423.52
174.90;391.07;y;3.84;0.00;-110.21;9.42;0.00;428.40
174.90;391.07;p;63.16;0.09;-100.80;0.00;5.10;428.40
173.94;396.08;y;43.34;2.28;-100.80;-134.33;0.00;432.59
173.94;396.08;p;99.75;0.37;124.88;0.00;8.12;432.59
169.30;389.42;p;99.01;0.13;124.88;0.00;8.12;424.62
164.65;382.75;y;7.01;0.13;124.88;20.44;0.00;416.66
164.65;382.75;p;68.29;0.00;145.32;0.00;5.62;416.66
160.03;379.55;p;68.95;0.29;145.32;0.00;5.62;411.91
155.40;376.35;y;40.34;0.00;145.32;125.17;0.00;407.17
155.40;376.35;p;74.12;0.26;-89.51;0.00;6.05;407.17
155.45;382.40;p;73.82;2.13;-89.51;0.00;6.05;412.79
155.50;388.45;y;0.01;0.00;-89.51;-0.40;0.00;418.42
155.50;388.45;p;108.90;2.58;-89.92;0.00;8.91;418.42
155.52;397.36;y;31.49;1.02;-89.92;-96.65;0.00;426.71
155.52;397.36;p;77.23;1.28;173.43;0.00;6.17;426.71
149.38;396.65;y;27.09;0.49;173.43;-83.80;0.00;423.85
149.38;396.65;p;81.69;0.00;89.63;0.00;6.67;423.85
149.42;389.98;p;82.28;0.82;89.63;0.00;6.67;417.63
149.47;383.32;y;28.64;0.00;89.63;88.52;0.00;411.43
149.47;383.32;p;95.75;2.31;178.15;0.00;7.79;411.43
141.68;383.07;y;13.26;0.00;178.15;40.02;0.00;408.43
141.68;383.07;p;111.53;0.58;-141.83;0.00;9.24;408.43
134.42;388.78;p;113.22;0.49;-141.83;0.00;9.24;411.36
127.15;394.49;y;31.59;0.13;-141.83;-98.31;0.00;414.47
127.15;394.49;p;74.02;0.00;119.86;0.00;6.02;414.47
124.15;389.27;p;73.65;0.91;119.86;0.00;6.02;408.59
121.15;384.04;y;37.16;0.00;119.86;114.74;0.00;402.70
121.15;384.04;p;96.82;2.26;-125.40;0.00;7.92;402.70
116.57;390.50;y;0.92;0.03;-125.40;2.06;0.00;407.53
116.57;390.50;p;85.64;2.95;-123.34;0.00;7.02;407.53
112.71;396.37;y;17.33;0.37;-123.34;-51.66;0.00;412.08
112.71;396.37;p;81.73;0.63;-175.00;0.00;6.64;412.08
106.10;396.94;y;28.52;0.86;-175.00;-87.56;0.00;410.88
106.10;396.94;p;66.49;0.01;97.44;0.00;5.39;410.88
105.40;391.60;y;4.89;0.00;97.44;-14.46;0.00;405.54
105.40;391.60;p;90.15;0.01;82.97;0.00;7.35;405.54
106.30;384.30;y;12.57;0.23;82.97;38.19;0.00;398.73
106.30;384.30;p;92.50;0.00;121.16;0.00;7.54;398.73
102.40;377.85;y;17.44;0.00;121.16;-53.09;0.00;391.48
102.40;377.85;p;87.07;0.00;68.07;0.00;7.12;391.48
105.06;371.24;y;3.91;0.00;68.07;-9.61;0.00;385.82
105.06;371.24;p;110.94;0.00;58.46;0.00;9.08;385.82
109.81;363.50;y;4.60;0.00;58.46;12.92;0.00;379.73
109.81;363.50;p;74.03;0.00;71.38;0.00;6.02;379.73
111.73;357.80;y;51.76;0.00;71.38;-161.05;0.00;374.84
111.73;357.80;p;105.87;0.00;-89.67;0.00;8.65;374.84
111.78;366.45;p;105.88;0.00;-89.67;0.00;8.65;383.12
111.83;375.10;p;105.87;0.14;-89.67;0.00;8.65;391.42
111.88;383.75;y;52.14;0.06;-89.67;162.98;0.00;399.73
111.88;383.75;p;116.62;0.00;73.31;0.00;9.54;399.73
114.62;374.61;p;116.96;0.00;73.31;0.00;9.54;391.76
117.36;365.47;p;115.90;0.00;73.31;0.00;9.54;383.86
120.10;356.34;p;116.62;0.00;73.31;0.00;9.54;376.03
122.84;347.20;p;116.96;0.00;73.31;0.00;9.54;368.29
125.58;338.06;p;116.62;0.00;73.31;0.00;9.54;360.63
128.32;328.92;p;116.52;0.00;73.31;0.00;9.54;353.06
131.06;319.78;p;116.62;0.00;73.31;0.00;9.54;345.60
133.80;310.64;p;116.62;0.00;73.31;0.00;9.54;338.23
136.54;301.50;p;116.96;0.86;73.31;0.00;9.54;330.98
139.28;292.37;p;115.90;5.29;73.31;0.00;9.54;323.85
142.02;283.23;p;116.96;1.43;73.31;0.00;9.54;316.84
144.76;274.09;p;116.62;0.77;73.31;0.00;9.54;309.97
147.50;264.95;p;116.62;0.95;73.31;0.00;9.54;303.24
150.24;255.81;p;116.96;1.95;73.31;0.00;9.54;296.67
152.98;246.67;p;115.90;1.18;73.31;0.00;9.54;290.26
155.72;237.53;p;116.96;1.45;73.31;0.00;9.54;284.03
158.46;228.40;p;116.62;4.05;73.31;0.00;9.54;277.98
161.20;219.26;p;116.62;1.97;73.31;0.00;9.54;272.14
163.94;210.12;p;116.52;0.72;73.31;0.00;9.54;266.51
166.68;200.98;y;38.52;0.01;73.31;-119.94;0.00;261.10
166.68;200.98;p;79.82;0.02;-46.63;0.00;6.54;261.10
171.17;205.73;y;19.48;0.05;-46.63;59.59;0.00;267.63
171.17;205.73;p;115.41;0.16;12.96;0.00;9.51;267.63
180.43;203.60;y;6.95;0.27;12.96;-20.17;0.00;272.05
180.43;203.60;p;74.71;0.83;-7.20;0.00;5.98;272.05
186.37;204.35;y;8.02;0.05;-7.20;-22.31;0.00;276.57
186.37;204.35;p;93.51;1.07;-29.51;0.00;7.68;276.57
193.05;208.13;y;14.74;2.17;-29.51;-45.90;0.00;283.88
193.05;208.13;p;73.53;1.25;-75.42;0.00;6.05;283.88
194.57;213.99;y;2.15;0.00;-75.42;-3.81;0.00;289.22
194.57;213.99;p;102.96;1.19;-79.23;0.00;8.40;289.22
196.14;222.24;p;102.97;2.19;-79.23;0.00;8.40;296.42
197.71;230.50;y;34.28;0.05;-79.23;-105.72;0.00;303.68
197.71;230.50;p;84.02;2.06;175.05;0.00;6.91;303.68
190.83;229.90;y;31.74;2.17;175.05;98.39;0.00;298.78
190.83;229.90;p;103.20;4.24;-86.56;0.00;8.44;298.78
191.34;238.32;y;10.28;0.50;-86.56;29.63;0.00;305.63
191.34;238.32;p;65.31;0.55;-56.93;0.00;5.34;305.63
194.25;242.79;p;64.93;3.10;-56.93;0.00;5.34;310.94
197.17;247.27;y;27.31;1.20;-56.93;-84.51;0.00;316.25
197.17;247.27;p;121.55;5.07;-141.43;0.00;9.89;316.25
189.43;253.43;y;29.93;0.29;-141.43;91.96;0.00;316.41
189.43;253.43;p;87.26;0.82;-49.47;0.00;7.14;316.41
194.07;258.86;y;1.33;0.00;-49.47;-2.70;0.00;323.53
194.07;258.86;p;63.26;0.75;-52.17;0.00;5.15;323.53
197.23;262.92;y;16.23;0.09;-52.17;-49.58;0.00;328.67
197.23;262.92;p;90.91;1.43;-101.76;0.00;7.43;328.67
195.71;270.19;p;90.42;1.97;-101.76;0.00;7.43;333.63
194.20;277.47;y;8.33;0.00;-101.76;24.65;0.00;338.68
194.20;277.47;p;49.63;0.50;-77.11;0.00;4.06;338.68
195.11;281.42;y;1.25;0.00;-77.11;-1.81;0.00;342.44
195.11;281.42;p;88.43;0.13;-78.93;0.00;7.17;342.44
196.48;288.46;p;87.71;0.00;-78.93;0.00;7.17;349.02
197.86;295.49;y;31.59;0.67;-78.93;-96.71;0.00;355.61
197.86;295.49;p;77.54;0.00;-175.63;0.00;6.28;355.61
191.60;295.97;p;77.35;3.80;-175.63;0.00;6.28;352.57
185.34;296.44;y;14.09;0.00;-175.63;-43.62;0.00;349.62
185.34;296.44;p;66.26;1.49;140.75;0.00;5.41;349.62
181.16;293.02;p;66.26;0.79;140.75;0.00;5.41;344.50
176.97;289.60;y;26.19;0.00;140.75;-79.67;0.00;339.39
176.97;289.60;p;87.20;1.76;61.08;0.00;7.19;339.39
180.44;283.31;y;9.97;0.54;61.08;-30.46;0.00;335.89
180.44;283.31;p;91.82;1.79;30.62;0.00;7.54;335.89
186.93;279.47;y;21.61;0.00;30.62;67.55;0.00;336.22
186.93;279.47;p;65.99;0.00;98.17;0.00;5.28;336.22
186.18;274.24;p;64.96;0.86;98.17;0.00;5.28;331.47
185.43;269.02;y;7.64;0.00;98.17;21.80;0.00;326.74
185.43;269.02;p;87.75;0.05;119.96;0.00;7.12;326.74
181.88;262.85;y;3.51;0.00;119.96;-10.30;0.00;319.64
181.88;262.85;p;104.66;1.03;109.67;0.00;8.55;319.64
179.00;254.80;y;4.72;1.15;109.67;-11.22;0.00;311.39
179.00;254.80;p;93.07;3.17;98.45;0.00;7.59;311.39
177.89;247.29;y;17.64;0.00;98.45;-54.07;0.00;304.63
177.89;247.29;p;95.38;0.92;44.38;0.00;7.86;304.63
183.50;241.80;y;18.64;0.00;44.38;57.27;0.00;303.54
183.50;241.80;p;95.63;0.05;101.65;0.00;7.79;303.54
181.93;234.17;p;95.47;2.02;101.65;0.00;7.79;296.54
180.35;226.55;y;0.95;0.00;101.65;0.90;0.00;289.57
180.35;226.55;p;98.17;1.07;102.55;0.00;8.00;289.57
178.62;218.74;y;24.42;0.34;102.55;-74.76;0.00;282.40
178.62;218.74;p;66.95;1.49;27.79;0.00;5.44;282.40
183.43;216.20;y;21.51;0.01;27.79;65.92;0.00;283.53
183.43;216.20;p;70.46;0.61;93.71;0.00;5.71;283.53
183.06;210.50;y;34.22;0.00;93.71;105.65;0.00;278.96
183.06;210.50;p;116.08;0.03;-160.64;0.00;9.50;278.96
174.10;213.65;p;116.05;1.13;-160.64;0.00;9.50;275.60
165.13;216.80;y;11.54;0.00;-160.64;-34.03;0.00;272.53
165.13;216.80;p;107.61;0.00;165.34;0.00;8.70;272.53
156.72;214.60;y;0.01;0.00;165.34;0.03;0.00;265.73
156.72;214.60;p;107.12;1.04;165.37;0.00;8.70;265.73
148.30;212.40;y;7.42;0.00;165.37;20.37;0.00;259.05
148.30;212.40;p;73.26;0.78;-174.27;0.00;6.01;259.05
142.33;213.00;y;31.37;0.81;-174.27;-97.01;0.00;256.17
142.33;213.00;p;115.01;5.50;88.73;0.00;9.37;256.17
142.53;203.63;y;33.26;0.49;88.73;102.99;0.00;248.56
142.53;203.63;p;76.47;0.58;-168.28;0.00;6.20;248.56
136.47;204.89;p;75.95;0.26;-168.28;0.00;6.20;246.18
130.40;206.15;y;10.09;0.01;-168.28;-29.42;0.00;243.93
130.40;206.15;p;83.12;0.38;162.30;0.00;6.79;243.93
123.94;204.09;y;31.41;0.49;162.30;95.24;0.00;238.77
123.94;204.09;p;100.01;0.33;-102.46;0.00;8.16;238.77
122.18;212.05;y;43.81;2.29;-102.46;-135.95;0.00;244.73
122.18;212.05;p;86.46;0.00;121.59;0.00;7.14;244.73
118.43;205.97;y;18.98;0.00;121.59;58.85;0.00;237.59
118.43;205.97;p;70.79;0.19;-179.56;0.00;5.78;237.59
112.65;206.01;p;70.79;0.81;-179.56;0.00;5.78;234.80
106.87;206.05;y;21.76;0.78;-179.56;65.86;0.00;232.12
106.87;206.05;p;109.41;0.49;-113.70;0.00;8.95;232.12
103.27;214.25;y;7.18;0.00;-113.70;21.12;0.00;237.84
103.27;214.25;p;108.54;0.62;-92.58;0.00;8.86;237.84
102.87;223.10;y;15.63;0.05;-92.58;46.88;0.00;245.68
102.87;223.10;p;81.44;0.49;-45.71;0.00;6.66;245.68
107.53;227.87;y;19.45;0.00;-45.71;-59.66;0.00;251.97
107.53;227.87;p;88.96;0.53;-105.37;0.00;7.22;251.97
105.61;234.83;p;87.77;1.63;-105.37;0.00;7.22;257.49
103.70;241.80;y;2.19;0.00;-105.37;-4.96;0.00;263.10
103.70;241.80;p;53.56;1.37;-110.33;0.00;4.32;263.10
102.20;245.85;y;29.01;0.05;-110.33;88.40;0.00;266.25
102.20;245.85;p;78.08;1.48;-21.93;0.00;6.36;266.25
108.10;248.22;p;78.00;3.21;-21.93;0.00;6.36;270.74
114.00;250.60;y;22.66;0.00;-21.93;-69.55;0.00;275.31
114.00;250.60;p;95.27;0.03;-91.48;0.00;7.85;275.31
113.80;258.44;p;96.86;1.58;-91.48;0.00;7.85;282.39
113.59;266.29;y;28.26;0.00;-91.48;-85.80;0.00;289.51
113.59;266.29;p;92.16;2.57;-177.28;0.00;7.49;289.51
106.11;266.65;y;29.85;2.23;-177.28;91.89;0.00;286.98
106.11;266.65;p;66.77;3.01;-85.39;0.00;5.40;286.98
106.54;272.03;y;19.87;0.49;-85.39;-60.43;0.00;292.15
106.54;272.03;p;57.59;1.50;-145.82;0.00;4.68;292.15
102.67;274.66;y;29.48;0.01;-145.82;91.10;0.00;293.22
102.67;274.66;p;93.45;0.84;-54.72;0.00;7.64;293.22
107.09;280.90;p;92.76;0.49;-54.72;0.00;7.64;300.62
111.50;287.13;y;9.15;0.05;-54.72;-27.66;0.00;308.02
