x[m];y[m];operacao;area.total[m2];area.mato[m2];ang.abs[deg];ang.proa[deg];dist[m];rtl[m]
85.07;175.90;y;44.73;0.17;-89.87;-140.11;0.00;195.39
85.07;175.90;p;68.64;0.85;130.02;0.00;5.65;195.39
81.44;171.58;p;69.45;0.00;130.02;0.00;5.65;189.92
77.80;167.25;y;38.12;0.49;130.02;118.45;0.00;184.46
77.80;167.25;p;65.94;0.00;-111.53;0.00;5.36;184.46
75.84;172.24;p;66.43;0.14;-111.53;0.00;5.36;188.20
73.87;177.23;y;20.80;0.61;-111.53;-62.80;0.00;192.01
73.87;177.23;p;100.18;0.00;-174.33;0.00;8.19;192.01
65.72;178.04;p;101.39;0.29;-174.33;0.00;8.19;189.78
57.57;178.85;y;15.96;0.05;-174.33;-48.68;0.00;187.89
57.57;178.85;p;85.86;0.13;136.99;0.00;7.08;187.89
52.39;174.03;p;85.99;0.75;136.99;0.00;7.08;181.74
47.22;169.20;y;24.77;0.17;136.99;76.14;0.00;175.66
47.22;169.20;p;103.33;4.45;-146.86;0.00;8.50;175.66
40.10;173.84;y;10.02;0.13;-146.86;29.64;0.00;178.41
40.10;173.84;p;78.59;2.31;-117.22;0.00;6.34;178.41
37.20;179.49;p;77.52;0.55;-117.22;0.00;6.34;183.30
34.30;185.13;y;12.41;0.00;-117.22;-36.98;0.00;188.28
34.30;185.13;p;74.14;0.71;-154.20;0.00;6.02;188.28
28.88;187.75;y;26.28;0.00;-154.20;-80.41;0.00;189.96
28.88;187.75;p;68.27;0.00;125.39;0.00;5.61;189.96
25.63;183.18;y;10.41;0.00;125.39;-31.66;0.00;184.96
25.63;183.18;p;72.92;0.10;93.73;0.00;5.96;184.96
25.24;177.23;p;74.13;0.05;93.73;0.00;5.96;179.02
24.85;171.28;y;2.40;0.24;93.73;5.92;0.00;173.08
24.85;171.28;p;64.87;0.83;99.65;0.00;5.32;173.08
23.96;166.04;p;66.06;1.67;99.65;0.00;5.32;167.76
23.06;160.79;y;27.20;0.00;99.65;83.01;0.00;162.43
23.06;160.79;p;86.73;0.00;-177.33;0.00;7.06;162.43
16.02;161.12;p;86.69;1.64;-177.33;0.00;7.06;161.91
8.97;161.44;y;26.71;0.00;-177.33;-82.01;0.00;161.69
8.97;161.44;p;100.88;0.54;100.66;0.00;8.21;161.69
7.45;153.38;y;29.62;0.00;100.66;-90.83;0.00;153.56
7.45;153.38;p;71.02;0.05;9.83;0.00;5.78;153.56
13.15;152.39;y;2.75;0.00;9.83;6.05;0.00;152.95
13.15;152.39;p;102.01;4.74;15.87;0.00;8.37;152.95
21.20;150.10;y;25.95;0.00;15.87;80.45;0.00;151.59
21.20;150.10;p;92.24;0.00;96.32;0.00;7.53;151.59
20.37;142.61;p;92.68;0.23;96.32;0.00;7.53;144.06
19.54;135.12;y;8.05;0.00;96.32;-22.86;0.00;136.53
19.54;135.12;p;90.22;0.13;73.46;0.00;7.33;136.53
21.63;128.10;p;90.22;0.00;73.46;0.00;7.33;129.91
23.71;121.07;p;89.57;0.84;73.46;0.00;7.33;123.37
25.80;114.05;y;4.32;0.04;73.46;11.04;0.00;116.93
25.80;114.05;p;65.98;0.89;84.49;0.00;5.37;116.93
26.32;108.70;p;66.37;1.54;84.49;0.00;5.37;111.84
26.83;103.35;y;55.57;1.62;84.49;172.77;0.00;106.78
26.83;103.35;p;113.27;0.00;-102.74;0.00;9.26;106.78
24.79;112.38;p;113.38;0.00;-102.74;0.00;9.26;115.09
22.75;121.42;p;113.88;0.00;-102.74;0.00;9.26;123.53
20.71;130.45;p;113.27;0.00;-102.74;0.00;9.26;132.08
18.66;139.48;p;113.08;0.00;-102.74;0.00;9.26;140.72
16.62;148.51;p;113.27;0.00;-102.74;0.00;9.26;149.44
14.58;157.54;p;112.87;0.00;-102.74;0.00;9.26;158.21
12.54;166.57;p;113.27;0.00;-102.74;0.00;9.26;167.04
10.50;175.60;p;113.27;0.00;-102.74;0.00;9.26;175.92
8.46;184.64;p;112.87;0.03;-102.74;0.00;9.26;184.83
6.41;193.67;p;107.73;0.13;-102.74;0.00;9.26;193.77
4.37;202.70;y;26.60;0.00;-102.74;81.47;0.00;202.75
4.37;202.70;p;62.16;0.00;-21.27;0.00;5.04;202.75
9.07;204.53;p;62.20;2.70;-21.27;0.00;5.04;204.73
13.76;206.35;y;20.40;0.00;-21.27;-61.55;0.00;206.81
13.76;206.35;p;62.67;0.35;-82.82;0.00;5.14;206.81
14.40;211.45;y;41.17;0.29;-82.82;127.62;0.00;211.94
14.40;211.45;p;98.20;0.41;44.79;0.00;8.02;211.94
20.09;205.80;y;12.67;0.00;44.79;-37.83;0.00;206.78
20.09;205.80;p;99.90;2.66;6.96;0.00;8.15;206.78
28.18;204.81;p;99.30;0.00;6.96;0.00;8.15;206.74
36.27;203.82;p;99.80;0.69;6.96;0.00;8.15;207.02
44.35;202.84;y;20.76;0.00;6.96;-63.77;0.00;207.63
44.35;202.84;p;47.20;0.78;-56.80;0.00;3.86;207.63
46.47;206.07;y;9.26;1.11;-56.80;28.30;0.00;211.24
46.47;206.07;p;118.10;3.53;-28.50;0.00;9.71;211.24
55.00;210.70;y;22.78;0.33;-28.50;69.95;0.00;217.76
55.00;210.70;p;80.29;1.77;41.45;0.00;6.62;217.76
59.96;206.32;y;28.58;0.49;41.45;-87.98;0.00;214.86
59.96;206.32;p;119.07;1.72;-46.54;0.00;9.85;214.86
66.73;213.47;y;38.82;0.82;-46.54;120.93;0.00;223.65
66.73;213.47;p;96.82;0.00;74.39;0.00;7.94;223.65
68.87;205.82;y;23.45;0.22;74.39;-72.18;0.00;217.04
68.87;205.82;p;109.10;0.66;2.21;0.00;8.94;217.04
77.80;205.48;y;3.10;0.05;2.21;6.38;0.00;219.71
77.80;205.48;p;96.30;0.30;8.59;0.00;7.80;219.71
85.52;204.31;y;5.39;0.00;8.59;-14.65;0.00;221.48
85.52;204.31;p;83.07;1.48;-6.06;0.00;6.76;221.48
92.24;205.02;y;31.08;0.53;-6.06;-96.11;0.00;224.81
92.24;205.02;p;73.05;0.95;-102.17;0.00;5.90;224.81
90.99;210.79;p;72.51;0.62;-102.17;0.00;5.90;229.59
89.75;216.55;y;3.98;0.00;-102.17;10.95;0.00;234.41
89.75;216.55;p;79.28;1.74;-91.22;0.00;6.46;234.41
89.61;223.01;p;79.92;6.16;-91.22;0.00;6.46;240.34
89.47;229.48;y;30.07;2.49;-91.22;93.45;0.00;246.30
89.47;229.48;p;44.82;0.88;2.23;0.00;3.61;246.30
93.08;229.33;y;30.98;1.08;2.23;-95.84;0.00;247.50
93.08;229.33;p;92.52;0.31;-93.61;0.00;7.58;247.50
92.60;236.90;y;2.40;0.01;-93.61;-6.57;0.00;254.35
92.60;236.90;p;96.04;0.20;-100.18;0.00;7.82;254.35
91.22;244.60;y;0.01;0.00;-100.18;-0.01;0.00;261.05
91.22;244.60;p;95.76;4.05;-100.19;0.00;7.83;261.05
89.83;252.30;y;43.28;1.26;-100.19;-133.62;0.00;267.82
89.83;252.30;p;78.92;0.07;126.19;0.00;6.46;267.82
86.02;247.09;y;6.02;0.44;126.19;-18.36;0.00;261.64
86.02;247.09;p;93.98;1.34;107.83;0.00;7.67;261.64
83.67;239.78;p;93.61;0.00;107.83;0.00;7.67;253.96
81.32;232.48;p;93.98;2.30;107.83;0.00;7.67;246.29
78.97;225.17;y;13.19;0.00;107.83;39.76;0.00;238.62
78.97;225.17;p;85.52;0.05;147.58;0.00;7.04;238.62
73.03;221.40;y;20.29;0.01;147.58;62.04;0.00;233.14
73.03;221.40;p;100.59;3.38;-150.38;0.00;8.23;233.14
65.88;225.47;p;100.84;4.99;-150.38;0.00;8.23;234.90
58.73;229.53;y;31.05;6.33;-150.38;96.61;0.00;236.93
58.73;229.53;p;72.20;0.45;-53.77;0.00;5.84;236.93
62.19;234.25;p;71.62;1.48;-53.77;0.00;5.84;242.36
65.64;238.96;y;7.28;0.28;-53.77;21.07;0.00;247.81
65.64;238.96;p;107.05;3.88;-32.70;0.00;8.70;247.81
72.96;243.66;y;13.73;0.50;-32.70;-42.76;0.00;254.35
72.96;243.66;p;85.14;3.14;-75.47;0.00;6.96;254.35
74.71;250.39;p;86.43;2.52;-75.47;0.00;6.96;261.30
76.45;257.13;y;22.52;0.00;-75.47;69.42;0.00;268.25
76.45;257.13;p;82.44;0.97;-6.05;0.00;6.72;268.25
83.13;257.83;y;6.48;0.00;-6.05;-18.29;0.00;270.90
83.13;257.83;p;82.20;1.86;-24.34;0.00;6.71;270.90
89.25;260.60;y;4.18;0.01;-24.34;-11.12;0.00;275.46
89.25;260.60;p;72.75;1.09;-35.45;0.00;5.96;275.46
94.10;264.05;y;14.46;0.00;-35.45;-42.72;0.00;280.32
94.10;264.05;p;104.43;2.57;-78.17;0.00;8.53;280.32
95.85;272.40;y;4.19;0.24;-78.17;-11.87;0.00;288.77
95.85;272.40;p;87.73;4.87;-90.04;0.00;7.12;288.77
95.84;279.52;p;87.12;0.19;-90.04;0.00;7.12;295.49
95.84;286.64;y;19.86;0.87;-90.04;-61.06;0.00;302.24
95.84;286.64;p;109.36;4.00;-151.11;0.00;8.92;302.24
88.03;290.95;y;16.61;0.05;-151.11;-50.19;0.00;303.97
88.03;290.95;p;97.55;1.20;158.71;0.00;7.92;303.97
80.65;288.07;y;23.18;0.00;158.71;-71.15;0.00;299.15
80.65;288.07;p;115.15;2.04;87.55;0.00;9.42;299.15
81.05;278.66;y;9.32;0.95;87.55;28.50;0.00;290.21
81.05;278.66;p;95.07;2.51;116.05;0.00;7.80;290.21
77.62;271.66;p;95.15;0.80;116.05;0.00;7.80;282.53
74.20;264.65;y;1.88;0.03;116.05;4.26;0.00;274.85
74.20;264.65;p;95.78;0.09;120.31;0.00;7.88;274.85
70.23;257.85;y;8.55;0.00;120.31;24.90;0.00;267.24
70.23;257.85;p;116.66;1.12;145.21;0.00;9.59;267.24
62.35;252.38;y;42.49;1.10;145.21;132.27;0.00;259.96
62.35;252.38;p;102.06;0.00;-82.52;0.00;8.33;259.96
63.43;260.63;y;3.90;0.00;-82.52;-11.86;0.00;268.24
63.43;260.63;p;94.32;0.29;-94.38;0.00;7.64;268.24
62.85;268.25;p;94.39;1.16;-94.38;0.00;7.64;275.51
62.27;275.87;y;4.90;0.00;-94.38;13.94;0.00;282.81
62.27;275.87;p;115.06;1.64;-80.43;0.00;9.38;282.81
63.83;285.12;y;20.21;3.74;-80.43;61.76;0.00;292.17
63.83;285.12;p;106.59;2.45;-18.68;0.00;8.76;292.17
72.12;287.92;y;42.23;3.42;-18.68;-131.21;0.00;296.81
72.12;287.92;p;82.43;0.00;-149.89;0.00;6.73;296.81
66.30;291.30;p;82.46;0.00;-149.89;0.00;6.73;298.75
60.47;294.68;p;82.35;0.10;-149.89;0.00;6.73;300.82
54.65;298.05;y;14.11;0.00;-149.89;-43.47;0.00;303.02
54.65;298.05;p;94.20;0.88;166.64;0.00;7.69;303.02
47.16;296.28;p;94.72;1.43;166.64;0.00;7.69;300.01
39.68;294.50;y;20.37;0.30;166.64;61.87;0.00;297.16
39.68;294.50;p;72.84;1.18;-131.49;0.00;6.01;297.16
35.70;299.00;y;26.29;0.66;-131.49;-80.34;0.00;301.12
35.70;299.00;p;82.86;0.13;148.17;0.00;6.83;301.12
29.90;295.40;y;1.25;0.01;148.17;-2.31;0.00;296.91
29.90;295.40;p;78.12;0.23;145.86;0.00;6.43;296.91
24.58;291.79;p;78.80;2.56;145.86;0.00;6.43;292.83
19.26;288.18;y;20.31;0.00;145.86;62.18;0.00;288.83
19.26;288.18;p;92.57;1.98;-151.96;0.00;7.53;288.83
12.61;291.73;y;4.03;0.14;-151.96;-10.63;0.00;292.00
12.61;291.73;p;53.40;8.01;-162.59;0.00;4.30;292.00
8.51;293.01;y;20.20;0.05;-162.59;-62.52;0.00;293.14
8.51;293.01;p;88.78;1.24;134.89;0.00;7.37;293.14
3.31;287.79;y;11.78;0.52;134.89;-35.36;0.00;287.81
3.31;287.79;p;59.45;3.07;99.53;0.00;6.60;287.81
2.21;281.29;y;3.06;0.00;99.53;-7.77;0.00;281.29
2.21;281.29;p;69.71;2.82;91.75;0.00;8.40;281.29
1.96;272.89;y;13.62;0.06;91.75;-40.43;0.00;272.90
1.96;272.89;p;83.16;0.59;51.32;0.00;7.48;272.90
6.63;267.05;y;11.74;0.00;51.32;34.39;0.00;267.14
6.63;267.05;p;77.51;6.52;85.72;0.00;6.27;267.14
7.10;260.80;y;6.91;0.00;85.72;-19.45;0.00;260.90
7.10;260.80;p;108.38;0.84;66.27;0.00;8.90;260.90
10.68;252.65;y;0.01;0.00;66.27;-0.00;0.00;252.88
10.68;252.65;p;109.04;2.23;66.27;0.00;8.90;252.88
14.27;244.50;y;17.18;0.00;66.27;-52.20;0.00;244.92
14.27;244.50;p;101.70;3.56;14.06;0.00;8.33;244.92
22.35;242.48;y;12.19;0.49;14.06;-35.63;0.00;243.50
22.35;242.48;p;83.36;3.78;-21.57;0.00;6.80;243.50
28.68;244.98;y;12.17;1.41;-21.57;-35.98;0.00;246.65
28.68;244.98;p;61.02;5.73;-57.54;0.00;4.98;246.65
31.35;249.18;y;30.01;4.75;-57.54;-93.32;0.00;251.14
31.35;249.18;p;100.25;0.44;-150.86;0.00;8.19;251.14
24.19;253.17;y;6.89;0.00;-150.86;19.86;0.00;254.32
24.19;253.17;p;109.34;0.91;-131.00;0.00;8.98;254.32
18.30;259.95;p;109.34;1.13;-131.00;0.00;8.98;260.59
12.41;266.73;y;21.14;0.00;-131.00;64.60;0.00;267.01
12.41;266.73;p;92.10;0.00;-66.40;0.00;7.52;267.01
15.42;273.61;p;92.10;4.95;-66.40;0.00;7.52;274.05
18.43;280.50;y;12.42;0.17;-66.40;37.38;0.00;281.11
18.43;280.50;p;103.93;0.00;-29.02;0.00;8.55;281.11
25.90;284.65;y;26.60;0.00;-29.02;82.25;0.00;285.83
25.90;284.65;p;113.21;0.81;53.23;0.00;9.22;285.83
31.42;277.26;y;31.84;2.67;53.23;-98.77;0.00;279.04
31.42;277.26;p;72.92;0.00;-45.55;0.00;5.95;279.04
35.59;281.51;p;72.06;0.75;-45.55;0.00;5.95;283.75
39.76;285.76;y;30.23;0.01;-45.55;93.52;0.00;288.52
39.76;285.76;p;66.60;0.00;47.97;0.00;5.50;288.52
43.44;281.68;p;67.14;0.23;47.97;0.00;5.50;285.01
47.12;277.60;y;1.51;0.00;47.97;-3.04;0.00;281.57
47.12;277.60;p;90.64;3.31;44.93;0.00;7.41;281.57
52.37;272.36;y;23.53;0.00;44.93;73.42;0.00;277.35
52.37;272.36;p;92.66;0.91;118.35;0.00;7.52;277.35
48.80;265.75;p;91.58;3.50;118.35;0.00;7.52;270.19
45.23;259.13;y;42.11;0.43;118.35;129.30;0.00;263.05
45.23;259.13;p;64.56;0.36;-112.35;0.00;5.28;263.05
43.22;264.02;y;34.99;0.05;-112.35;-107.31;0.00;267.53
43.22;264.02;p;81.61;1.19;140.34;0.00;6.70;267.53
38.06;259.74;y;19.53;0.00;140.34;-60.47;0.00;262.51
38.06;259.74;p;68.74;0.47;79.87;0.00;5.66;262.51
39.06;254.17;p;69.95;1.52;79.87;0.00;5.66;257.15
40.05;248.60;y;7.06;0.00;79.87;-19.68;0.00;251.81
40.05;248.60;p;95.15;14.09;60.19;0.00;7.79;251.81
43.93;241.84;y;25.50;2.55;60.19;-78.15;0.00;245.79
43.93;241.84;p;63.43;1.60;-17.96;0.00;5.13;245.79
48.80;243.42;y;36.17;0.79;-17.96;111.84;0.00;248.26
48.80;243.42;p;83.51;0.97;93.88;0.00;6.77;248.26
48.34;236.66;p;83.29;0.00;93.88;0.00;6.77;241.55
47.88;229.91;p;83.24;1.12;93.88;0.00;6.77;234.84
47.43;223.15;y;32.16;0.00;93.88;99.47;0.00;228.13
47.43;223.15;p;75.80;0.82;-166.65;0.00;6.13;228.13
41.46;224.56;y;2.27;0.00;-166.65;-5.37;0.00;228.36
41.46;224.56;p;103.21;2.46;-172.02;0.00;8.46;228.36
33.09;225.74;y;18.78;0.00;-172.02;57.16;0.00;228.15
33.09;225.74;p;93.00;4.51;-114.86;0.00;7.64;228.15
29.88;232.68;y;42.88;2.51;-114.86;-133.34;0.00;234.59
29.88;232.68;p;111.62;0.56;111.80;0.00;9.15;234.59
26.47;224.18;y;15.38;0.00;111.80;-47.02;0.00;225.73
26.47;224.18;p;78.68;1.94;64.78;0.00;6.37;225.73
29.19;218.41;y;23.69;0.00;64.78;72.94;0.00;220.36
29.19;218.41;p;99.60;2.36;137.71;0.00;8.16;220.36
23.15;212.92;y;29.09;0.00;137.71;90.47;0.00;214.18
23.15;212.92;p;73.86;0.00;-131.82;0.00;6.02;214.18
19.14;217.41;p;73.78;2.79;-131.82;0.00;6.02;218.25
15.12;221.90;y;2.75;0.01;-131.82;6.48;0.00;222.41
15.12;221.90;p;77.70;1.49;-125.34;0.00;6.31;222.41
11.47;227.05;p;76.99;0.43;-125.34;0.00;6.31;227.34
7.82;232.20;y;37.69;1.76;-125.34;-116.39;0.00;232.33
7.82;232.20;p;71.14;2.28;118.27;0.00;5.83;232.33
5.05;227.06;p;60.89;0.05;118.27;0.00;5.83;227.12
2.29;221.93;y;48.10;0.84;118.27;175.39;0.00;221.94
2.29;221.93;p;105.37;0.00;-66.34;0.00;9.89;221.94
6.26;230.99;p;121.32;0.00;-66.34;0.00;9.89;231.07
10.23;240.05;p;120.25;0.00;-66.34;0.00;9.89;240.27
14.20;249.11;p;120.28;0.00;-66.34;0.00;9.89;249.51
18.17;258.17;p;121.32;0.00;-66.34;0.00;9.89;258.80
22.14;267.23;p;120.21;0.00;-66.34;0.00;9.89;268.14
26.11;276.28;p;120.84;0.00;-66.34;0.00;9.89;277.52
30.08;285.34;p;120.97;0.00;-66.34;0.00;9.89;286.92
34.05;294.40;p;120.96;0.00;-66.34;0.00;9.89;296.37
38.02;303.46;y;13.18;0.00;-66.34;-39.44;0.00;305.83
38.02;303.46;p;97.75;0.00;-105.77;0.00;7.99;305.83
35.85;311.15;p;97.75;4.26;-105.77;0.00;7.99;313.21
33.68;318.84;y;15.84;0.00;-105.77;-48.65;0.00;320.61
33.68;318.84;p;110.03;0.81;-154.43;0.00;9.07;320.61
25.50;322.75;y;19.31;0.00;-154.43;-58.33;0.00;323.76
25.50;322.75;p;62.56;0.98;147.25;0.00;5.08;323.76
21.22;320.00;p;61.89;3.48;147.25;0.00;5.08;320.70
16.95;317.25;y;7.96;0.00;147.25;-24.66;0.00;317.70
16.95;317.25;p;77.38;0.13;122.59;0.00;6.31;317.70
13.55;311.93;p;78.06;3.43;122.59;0.00;6.31;312.23
10.15;306.62;y;0.77;0.00;122.59;1.01;0.00;306.79
10.15;306.62;p;40.96;1.07;123.60;0.00;3.35;306.79
8.30;303.83;y;44.30;0.86;123.60;137.69;0.00;303.94
8.30;303.83;p;84.36;0.39;-98.71;0.00;6.94;303.94
7.25;310.69;p;85.54;2.82;-98.71;0.00;6.94;310.77
6.20;317.55;y;8.86;0.00;-98.71;-26.73;0.00;317.61
6.20;317.55;p;58.26;0.00;-125.44;0.00;5.00;317.61
3.30;321.63;p;42.33;0.10;-125.44;0.00;5.00;321.64
0.40;325.70;y;37.01;0.26;-125.44;114.90;0.00;325.70
0.40;325.70;p;83.62;0.00;-10.54;0.00;6.97;325.70
7.25;326.97;y;25.59;1.95;-10.54;-78.51;0.00;327.06
7.25;326.97;p;107.87;0.35;-89.05;0.00;8.83;327.06
7.40;335.80;y;22.25;0.00;-89.05;68.17;0.00;335.88
7.40;335.80;p;50.51;1.84;-20.88;0.00;4.06;335.88
11.20;337.25;y;15.71;0.37;-20.88;-47.36;0.00;337.43
11.20;337.25;p;66.58;1.11;-68.24;0.00;5.42;337.43
13.21;342.28;p;66.12;4.74;-68.24;0.00;5.42;342.54
15.22;347.32;y;24.22;0.04;-68.24;-75.03;0.00;347.65
15.22;347.32;p;116.08;1.17;-143.27;0.00;9.50;347.65
7.60;353.00;y;1.52;0.00;-143.27;3.43;0.00;353.08
7.60;353.00;p;65.64;2.22;-139.84;0.00;5.45;353.08
3.44;356.51;y;27.11;3.56;-139.84;82.70;0.00;356.53
3.44;356.51;p;92.89;1.46;-57.15;0.00;7.80;356.53
7.67;363.07;y;8.72;0.13;-57.15;-25.35;0.00;363.15
7.67;363.07;p;122.08;0.13;-82.50;0.00;10.00;363.15
8.97;372.98;y;0.01;0.00;-82.50;0.04;0.00;373.09
8.97;372.98;p;62.16;0.81;-82.45;0.00;5.00;373.09
9.63;377.94;p;61.68;5.04;-82.45;0.00;5.00;378.06
10.29;382.90;y;10.15;0.77;-82.45;-30.93;0.00;383.04
10.29;382.90;p;100.12;0.44;-113.38;0.00;8.20;383.04
7.03;390.43;p;95.38;2.49;-113.38;0.00;8.20;390.49
3.78;397.96;y;38.28;1.18;-113.38;119.78;0.00;397.98
3.78;397.96;p;37.23;0.00;6.40;0.00;2.99;397.98
6.75;397.63;y;4.87;0.00;6.40;11.31;0.00;397.68
6.75;397.63;p;99.85;1.17;17.71;0.00;8.18;397.68
14.54;395.14;p;99.85;0.81;17.71;0.00;8.18;395.40
22.34;392.65;y;24.04;0.00;17.71;74.35;0.00;393.28
22.34;392.65;p;100.55;0.05;92.06;0.00;8.22;393.28
22.04;384.44;p;100.55;0.49;92.06;0.00;8.22;385.07
21.74;376.22;p;101.17;1.46;92.06;0.00;8.22;376.85
21.45;368.01;y;1.50;0.00;92.06;3.15;0.00;368.64
21.45;368.01;p;110.99;1.10;95.21;0.00;9.04;368.64
20.63;359.01;p;110.55;0.85;95.21;0.00;9.04;359.60
19.81;350.01;y;9.39;0.00;95.21;-28.19;0.00;350.57
19.81;350.01;p;71.74;2.53;67.02;0.00;5.82;350.57
22.08;344.65;p;71.24;3.15;67.02;0.00;5.82;345.36
24.35;339.30;y;6.12;1.39;67.02;-17.31;0.00;340.17
24.35;339.30;p;72.04;2.53;49.71;0.00;5.89;340.17
28.16;334.81;p;72.04;3.77;49.71;0.00;5.89;335.99
31.97;330.32;y;26.90;0.11;49.71;-82.59;0.00;331.86
31.97;330.32;p;100.65;3.54;-32.89;0.00;8.26;331.86
38.90;334.80;y;36.38;1.49;-32.89;-113.49;0.00;337.05
38.90;334.80;p;69.70;0.00;-146.38;0.00;5.70;337.05
34.16;337.95;y;7.77;0.00;-146.38;22.89;0.00;339.68
34.16;337.95;p;108.10;1.90;-123.49;0.00;8.84;339.68
29.28;345.33;p;107.88;0.29;-123.49;0.00;8.84;346.57
24.40;352.70;y;26.17;0.00;-123.49;80.91;0.00;353.54
24.40;352.70;p;115.82;0.26;-42.58;0.00;9.51;353.54
31.40;359.13;y;18.74;0.00;-42.58;-57.92;0.00;360.50
31.40;359.13;p;67.10;0.81;-100.50;0.00;5.49;360.50
30.40;364.53;y;7.67;0.00;-100.50;22.53;0.00;365.79
30.40;364.53;p;120.11;1.95;-77.97;0.00;9.84;365.79
32.45;374.15;y;16.23;0.00;-77.97;-49.91;0.00;375.55
32.45;374.15;p;78.89;2.27;-127.88;0.00;6.46;375.55
28.49;379.24;y;23.35;0.03;-127.88;70.69;0.00;380.31
28.49;379.24;p;75.51;0.20;-57.19;0.00;6.19;380.31
31.84;384.44;p;76.16;3.41;-57.19;0.00;6.19;385.76
35.19;389.64;y;5.30;0.00;-57.19;-15.03;0.00;391.23
35.19;389.64;p;91.96;0.78;-72.21;0.00;7.51;391.23
37.48;396.79;y;26.96;0.21;-72.21;84.12;0.00;398.56
37.48;396.79;p;110.09;4.77;11.91;0.00;8.98;398.56
46.27;394.94;y;33.01;0.00;11.91;101.66;0.00;397.64
46.27;394.94;p;74.79;0.00;113.57;0.00;6.05;397.64
43.85;389.39;p;73.68;0.46;113.57;0.00;6.05;391.86
41.44;383.85;y;10.90;0.00;113.57;-32.38;0.00;386.08
41.44;383.85;p;101.44;0.64;81.18;0.00;8.32;386.08
42.71;375.63;p;102.61;0.52;81.18;0.00;8.32;378.05
43.99;367.40;y;1.20;0.00;81.18;1.87;0.00;370.03
43.99;367.40;p;50.00;2.03;83.05;0.00;4.03;370.03
44.48;363.40;y;8.68;0.00;83.05;-24.81;0.00;366.11
44.48;363.40;p;92.23;0.62;58.24;0.00;7.53;366.11
48.44;357.00;p;92.19;1.95;58.24;0.00;7.53;360.27
52.40;350.60;y;33.85;0.52;58.24;104.93;0.00;354.49
52.40;350.60;p;49.08;0.16;163.16;0.00;3.97;354.49
48.60;349.45;y;14.19;0.00;163.16;-43.52;0.00;352.81
48.60;349.45;p;108.37;3.36;119.65;0.00;8.86;352.81
44.22;341.75;y;24.39;0.27;119.65;-74.71;0.00;344.60
44.22;341.75;p;111.26;1.27;44.93;0.00;9.17;344.60
50.71;335.27;y;8.30;0.22;44.93;25.43;0.00;339.08
50.71;335.27;p;82.16;0.26;70.36;0.00;6.74;339.08
52.98;328.93;y;8.85;0.29;70.36;25.82;0.00;333.16
52.98;328.93;p;98.92;2.87;96.18;0.00;8.12;333.16
52.10;320.85;y;34.29;2.43;96.18;106.02;0.00;325.05
52.10;320.85;p;65.50;0.19;-157.80;0.00;5.29;325.05
47.20;322.85;y;9.26;0.00;-157.80;-26.89;0.00;326.28
47.20;322.85;p;71.87;4.81;175.31;0.00;5.82;326.28
41.40;322.37;y;28.87;3.90;175.31;-88.87;0.00;325.02
41.40;322.37;p;91.90;0.05;86.44;0.00;7.47;325.02
41.86;314.92;y;15.86;0.00;86.44;-48.85;0.00;317.69
41.86;314.92;p;102.30;3.10;37.60;0.00;8.42;317.69
48.53;309.78;y;30.38;0.49;37.60;-93.10;0.00;313.56
48.53;309.78;p;41.32;0.35;-55.50;0.00;3.30;313.56
50.40;312.50;y;25.84;0.00;-55.50;79.66;0.00;316.54
50.40;312.50;p;65.78;0.05;24.16;0.00;5.33;316.54
55.27;310.32;p;64.68;0.29;24.16;0.00;5.33;315.20
60.13;308.13;y;6.99;0.18;24.16;-20.17;0.00;313.95
60.13;308.13;p;86.90;2.05;3.99;0.00;7.09;313.95
67.20;307.64;y;5.39;0.00;3.99;-15.12;0.00;314.89
67.20;307.64;p;75.36;2.06;-11.13;0.00;6.08;314.89
73.17;308.81;y;18.69;1.21;-11.13;-55.96;0.00;317.37
73.17;308.81;p;75.66;0.96;-67.09;0.00;6.15;317.37
75.57;314.48;y;31.83;0.13;-67.09;97.79;0.00;323.43
75.57;314.48;p;68.65;1.88;30.70;0.00;5.58;323.43
80.37;311.63;p;68.04;0.17;30.70;0.00;5.58;321.82
85.17;308.78;y;3.26;0.19;30.70;-8.01;0.00;320.31
85.17;308.78;p;89.04;1.39;22.68;0.00;7.24;320.31
91.85;305.98;y;4.45;0.00;22.68;11.86;0.00;319.47
91.85;305.98;p;34.46;0.47;34.55;0.00;2.74;319.47
94.10;304.43;y;45.39;0.81;34.55;-140.56;0.00;318.64
94.10;304.43;p;119.12;0.00;-106.02;0.00;9.79;318.64
91.40;313.84;p;119.83;0.72;-106.02;0.00;9.79;326.88
88.70;323.25;y;15.36;0.00;-106.02;45.57;0.00;335.20
88.70;323.25;p;113.07;3.75;-60.45;0.00;9.23;335.20
93.25;331.28;y;3.92;0.49;-60.45;-10.55;0.00;344.15
93.25;331.28;p;87.01;2.34;-71.00;0.00;7.15;344.15
95.58;338.04;y;12.51;0.00;-71.00;-36.58;0.00;351.29
95.58;338.04;p;101.00;0.39;-107.58;0.00;8.32;351.29
93.07;345.97;y;2.21;0.00;-107.58;-6.49;0.00;358.27
93.07;345.97;p;94.01;3.04;-114.06;0.00;7.68;358.27
89.93;352.98;y;10.36;1.41;-114.06;-29.72;0.00;364.26
89.93;352.98;p;66.82;0.21;-143.78;0.00;5.46;364.26
85.53;356.21;y;13.30;0.00;-143.78;39.30;0.00;366.33
